id,date,neighborhood,category,status,lat,lng,valuation,description
10768,2022-07-16,Inner Sunset,Overflowing Trash,Closed,37.750505,-122.462028,,Service request #10768: graffiti reported by resident
10769,2022-07-19,Inner Sunset,Graffiti,Referred,37.759541,-122.45267,,Service request #10769: encampment reported by resident
10770,2022-07-30,Inner Sunset,Streetlight Out,Closed,37.761864,-122.480575,,Service request #10770: illegal dumping reported by resident
10771,2022-07-15,Inner Sunset,Noise Complaint,Closed,37.761783,-122.455,,Service request #10771: water leak reported by resident
10772,2022-07-31,Inner Sunset,Encampment,Closed,37.750573,-122.474551,,Service request #10772: illegal dumping reported by resident
10773,2022-07-28,Inner Sunset,Street and Sidewalk Cleaning,Closed,37.765299,-122.474316,,Service request #10773: pothole reported by resident
10774,2022-07-09,Inner Sunset,Sewer Issues,Closed,37.758668,-122.460674,,Service request #10774: damaged property reported by resident
10775,2022-07-28,Inner Sunset,General Request,Referred,37.764542,-122.46838,,Service request #10775: damaged property reported by resident
10776,2022-07-02,Inner Sunset,Building Maintenance,Closed,37.777083,-122.440128,,Service request #10776: encampment reported by resident
10777,2022-07-20,Inner Sunset,Sewer Issues,Closed,37.761581,-122.467226,,Service request #10777: street and sidewalk cleaning reported by resident
10778,2022-07-12,Inner Sunset,Streetlight Out,Closed,37.773772,-122.460162,,Service request #10778: pothole reported by resident
10779,2022-07-02,Inner Sunset,Sewer Issues,Referred,37.761754,-122.462193,,Service request #10779: noise complaint reported by resident
10780,2022-07-24,Richmond,Building Maintenance,Open,37.774325,-122.485022,,Service request #10780: graffiti reported by resident
10781,2022-07-21,Richmond,Sewer Issues,Closed,37.774611,-122.485991,,Service request #10781: encampment reported by resident
10782,2022-07-05,Richmond,Parking Enforcement,Pending,37.789382,-122.479456,,Service request #10782: overflowing trash reported by resident
10783,2022-07-10,Richmond,Graffiti,In Progress,37.777666,-122.47012,,Service request #10783: water leak reported by resident
10784,2022-07-03,Richmond,General Request,Duplicate,37.77559,-122.498076,,Service request #10784: graffiti reported by resident
10785,2022-07-27,Richmond,Abandoned Vehicle,Referred,37.774845,-122.486939,,Service request #10785: tree maintenance reported by resident
10786,2022-07-14,Richmond,Parking Enforcement,Closed,37.778454,-122.470986,,Service request #10786: streetlight out reported by resident
10787,2022-07-09,Richmond,Noise Complaint,Referred,37.783824,-122.493763,,Service request #10787: damaged property reported by resident
10788,2022-07-14,Richmond,Damaged Property,Closed,37.77213,-122.482814,,Service request #10788: illegal dumping reported by resident
10789,2022-07-20,Richmond,Water Leak,In Progress,37.778797,-122.494087,,Service request #10789: street and sidewalk cleaning reported by resident
10790,2022-07-29,Richmond,Overflowing Trash,Referred,37.791485,-122.474706,,Service request #10790: streetlight out reported by resident
10791,2022-07-07,Richmond,Parking Enforcement,Closed,37.777785,-122.476636,,Service request #10791: illegal dumping reported by resident
10792,2022-07-11,Richmond,Pothole,Referred,37.779052,-122.494389,,Service request #10792: tree maintenance reported by resident
10793,2022-07-31,Richmond,Pothole,Duplicate,37.778197,-122.481184,,Service request #10793: pothole reported by resident
10794,2022-07-20,Richmond,Building Maintenance,Pending,37.795875,-122.479188,,Service request #10794: street and sidewalk cleaning reported by resident
10795,2022-07-14,Richmond,Graffiti,Closed,37.768415,-122.474913,,Service request #10795: illegal dumping reported by resident
10796,2022-07-24,Richmond,Abandoned Vehicle,Open,37.769163,-122.484545,,Service request #10796: noise complaint reported by resident
10797,2022-07-17,Richmond,Illegal Dumping,Closed,37.768664,-122.492917,,Service request #10797: sewer issues reported by resident
10798,2022-07-22,Richmond,Pothole,Open,37.785882,-122.475466,,Service request #10798: parking enforcement reported by resident
10799,2022-07-05,Richmond,Park Maintenance,Pending,37.782383,-122.475008,,Service request #10799: parking enforcement reported by resident
10800,2022-07-24,Richmond,General Request,Referred,37.771005,-122.478827,,Service request #10800: abandoned vehicle reported by resident
10801,2022-07-28,Richmond,Street and Sidewalk Cleaning,Closed,37.788459,-122.485795,,Service request #10801: tree maintenance reported by resident
10802,2022-07-18,Richmond,General Request,Closed,37.778027,-122.476597,,Service request #10802: pothole reported by resident
10803,2022-07-09,Richmond,General Request,Closed,37.780109,-122.475188,,Service request #10803: sewer issues reported by resident
10804,2022-07-24,Richmond,Pothole,Referred,37.776095,-122.489082,,Service request #10804: graffiti reported by resident
10805,2022-07-12,Richmond,Street and Sidewalk Cleaning,Closed,37.765811,-122.479615,,Service request #10805: noise complaint reported by resident
10806,2022-07-15,Richmond,Abandoned Vehicle,Open,37.780337,-122.494147,,Service request #10806: sewer issues reported by resident
10807,2022-07-16,Richmond,Water Leak,Open,37.777902,-122.476858,,Service request #10807: pothole reported by resident
10808,2022-07-15,Richmond,Abandoned Vehicle,In Progress,37.772218,-122.484304,,Service request #10808: illegal dumping reported by resident
10809,2022-07-05,Richmond,Water Leak,Pending,37.770747,-122.480735,,Service request #10809: abandoned vehicle reported by resident
10810,2022-07-21,Richmond,Water Leak,Closed,37.776032,-122.485139,,Service request #10810: noise complaint reported by resident
10811,2022-07-30,Richmond,Tree Maintenance,Pending,37.793544,-122.497264,,Service request #10811: building maintenance reported by resident
10812,2022-07-02,Richmond,Encampment,In Progress,37.766718,-122.455869,,Service request #10812: tree maintenance reported by resident
10813,2022-07-10,Richmond,Pothole,Closed,37.765929,-122.493698,,Service request #10813: water leak reported by resident
10814,2022-07-04,Richmond,Overflowing Trash,Closed,37.782398,-122.4757,,Service request #10814: streetlight out reported by resident
10815,2022-07-01,Richmond,Street and Sidewalk Cleaning,Open,37.779313,-122.480963,,Service request #10815: noise complaint reported by resident
10816,2022-07-08,Richmond,Graffiti,Pending,37.7958,-122.481163,,Service request #10816: sewer issues reported by resident
10817,2022-07-06,Richmond,Building Maintenance,In Progress,37.770624,-122.484,,Service request #10817: pothole reported by resident
10818,2022-07-19,Richmond,Encampment,Open,37.767227,-122.465894,,Service request #10818: sewer issues reported by resident
10819,2022-07-09,Richmond,Damaged Property,Open,37.772372,-122.498022,,Service request #10819: general request reported by resident
10820,2022-07-12,Richmond,Graffiti,Closed,37.78435,-122.466385,,Service request #10820: illegal dumping reported by resident
10821,2022-07-18,Richmond,Building Maintenance,Duplicate,37.782727,-122.489892,,Service request #10821: noise complaint reported by resident
10822,2022-07-08,Richmond,Tree Maintenance,Closed,37.784878,-122.47528,,Service request #10822: abandoned vehicle reported by resident
10823,2022-07-24,Richmond,Graffiti,Duplicate,37.762564,-122.493164,,Service request #10823: blocked street or sidewalk reported by resident
10824,2022-07-07,Richmond,Water Leak,Closed,37.788661,-122.492696,,Service request #10824: damaged property reported by resident
10825,2022-07-17,Richmond,Park Maintenance,Closed,37.785485,-122.473386,,Service request #10825: noise complaint reported by resident
10826,2022-07-01,Richmond,Graffiti,Referred,37.766223,-122.454789,,Service request #10826: pothole reported by resident
10827,2019-07-15,Glen Park,Building Maintenance,Open,37.732204,-122.451498,,Service request #10827: park maintenance reported by resident
10828,2019-07-04,Glen Park,Damaged Property,Closed,37.738125,-122.439021,,Service request #10828: parking enforcement reported by resident
10829,2019-07-03,Glen Park,Building Maintenance,Closed,37.717296,-122.44086,,Service request #10829: overflowing trash reported by resident
10830,2019-07-31,Glen Park,General Request,Closed,37.755192,-122.43901,,Service request #10830: noise complaint reported by resident
10831,2019-07-16,Glen Park,Streetlight Out,Duplicate,37.740176,-122.423423,,Service request #10831: park maintenance reported by resident
10832,2019-07-10,Glen Park,Street and Sidewalk Cleaning,Open,37.733734,-122.446031,,Service request #10832: parking enforcement reported by resident
10833,2019-07-31,Glen Park,Graffiti,Pending,37.736133,-122.434061,,Service request #10833: building maintenance reported by resident
10834,2019-07-10,Glen Park,Overflowing Trash,Open,37.72146,-122.42357,,Service request #10834: noise complaint reported by resident
10835,2019-07-08,Glen Park,Building Maintenance,In Progress,37.732851,-122.44554,,Service request #10835: noise complaint reported by resident
10836,2019-07-26,Glen Park,Illegal Dumping,Referred,37.730197,-122.419374,,Service request #10836: overflowing trash reported by resident
10837,2019-07-19,Glen Park,Building Maintenance,In Progress,37.748046,-122.43276,,Service request #10837: graffiti reported by resident
10838,2019-07-27,Glen Park,Blocked Street or Sidewalk,Closed,37.737388,-122.439092,,Service request #10838: streetlight out reported by resident
10839,2019-07-22,Glen Park,Graffiti,Closed,37.755514,-122.435802,,Service request #10839: encampment reported by resident
10840,2019-07-04,Glen Park,Abandoned Vehicle,Open,37.733913,-122.426793,,Service request #10840: tree maintenance reported by resident
10841,2019-07-20,Glen Park,Building Maintenance,Closed,37.743271,-122.445632,,Service request #10841: overflowing trash reported by resident
10842,2019-07-17,Glen Park,Overflowing Trash,Pending,37.748776,-122.43279,,Service request #10842: tree maintenance reported by resident
10843,2019-07-15,Glen Park,General Request,Pending,37.709188,-122.441076,,Service request #10843: noise complaint reported by resident
10844,2019-07-29,Glen Park,Overflowing Trash,Pending,37.727507,-122.41933,,Service request #10844: illegal dumping reported by resident
10845,2019-07-08,Glen Park,Streetlight Out,Closed,37.732065,-122.43685,,Service request #10845: damaged property reported by resident
10846,2019-07-09,Glen Park,Graffiti,Open,37.742912,-122.445581,,Service request #10846: parking enforcement reported by resident
10847,2019-07-05,Glen Park,Pothole,Closed,37.737589,-122.422611,,Service request #10847: damaged property reported by resident
10848,2019-07-23,Glen Park,General Request,Open,37.748973,-122.442874,,Service request #10848: abandoned vehicle reported by resident
10849,2019-07-03,Glen Park,Sewer Issues,In Progress,37.738901,-122.43652,,Service request #10849: parking enforcement reported by resident
10850,2019-07-18,Glen Park,General Request,Duplicate,37.735539,-122.4191,,Service request #10850: water leak reported by resident
10851,2019-07-27,Glen Park,Parking Enforcement,Closed,37.71659,-122.444102,,Service request #10851: park maintenance reported by resident
10852,2019-07-17,Glen Park,Street and Sidewalk Cleaning,In Progress,37.72667,-122.436662,,Service request #10852: tree maintenance reported by resident
10853,2019-07-22,Glen Park,Noise Complaint,Closed,37.745261,-122.427386,,Service request #10853: park maintenance reported by resident
10854,2019-07-24,Glen Park,Illegal Dumping,Closed,37.745529,-122.419242,,Service request #10854: noise complaint reported by resident
10855,2019-07-08,Glen Park,Illegal Dumping,Referred,37.729639,-122.439101,,Service request #10855: blocked street or sidewalk reported by resident
10856,2019-07-18,Glen Park,Illegal Dumping,In Progress,37.725463,-122.426611,,Service request #10856: streetlight out reported by resident
10857,2019-07-27,Glen Park,Overflowing Trash,Closed,37.725524,-122.417331,,Service request #10857: encampment reported by resident
10858,2019-07-25,Glen Park,Streetlight Out,Closed,37.741875,-122.440132,,Service request #10858: street and sidewalk cleaning reported by resident
10859,2019-07-17,Glen Park,Streetlight Out,Referred,37.731661,-122.45403,,Service request #10859: street and sidewalk cleaning reported by resident
10860,2019-07-18,Glen Park,General Request,In Progress,37.731419,-122.442092,,Service request #10860: parking enforcement reported by resident
10861,2019-07-28,Glen Park,Building Maintenance,Closed,37.725678,-122.43164,,Service request #10861: graffiti reported by resident
10862,2019-07-25,Glen Park,Parking Enforcement,Open,37.725624,-122.440795,,Service request #10862: sewer issues reported by resident
10863,2019-07-29,Glen Park,Water Leak,Open,37.728527,-122.42986,,Service request #10863: building maintenance reported by resident
10864,2019-07-26,Glen Park,Building Maintenance,Open,37.728008,-122.440173,,Service request #10864: damaged property reported by resident
10865,2019-07-18,Glen Park,General Request,Closed,37.740443,-122.438619,,Service request #10865: noise complaint reported by resident
10866,2019-07-12,Glen Park,Noise Complaint,Open,37.738544,-122.422791,,Service request #10866: graffiti reported by resident
10867,2019-07-17,Glen Park,Streetlight Out,Closed,37.73975,-122.42691,,Service request #10867: sewer issues reported by resident
10868,2023-03-25,Potrero Hill,Overflowing Trash,Closed,37.761051,-122.384034,,Service request #10868: sewer issues reported by resident
10869,2023-03-17,Potrero Hill,Damaged Property,In Progress,37.764004,-122.404295,,Service request #10869: tree maintenance reported by resident
10870,2023-03-08,Potrero Hill,Parking Enforcement,Closed,37.756087,-122.400393,,Service request #10870: encampment reported by resident
10871,2023-03-28,Potrero Hill,Damaged Property,Closed,37.767267,-122.395139,,Service request #10871: graffiti reported by resident
10872,2023-03-04,Potrero Hill,Pothole,Open,37.758804,-122.409303,,Service request #10872: building maintenance reported by resident
10873,2023-03-02,Potrero Hill,Graffiti,Closed,37.751371,-122.409509,,Service request #10873: parking enforcement reported by resident
10874,2023-03-09,Potrero Hill,Graffiti,Open,37.777518,-122.407294,,Service request #10874: blocked street or sidewalk reported by resident
10875,2023-03-20,Potrero Hill,Abandoned Vehicle,Closed,37.754239,-122.397676,,Service request #10875: streetlight out reported by resident
10876,2023-03-09,Potrero Hill,Park Maintenance,Referred,37.756757,-122.409144,,Service request #10876: sewer issues reported by resident
10877,2023-03-28,Potrero Hill,Park Maintenance,Referred,37.758679,-122.397961,,Service request #10877: sewer issues reported by resident
10878,2023-03-27,Potrero Hill,Water Leak,Pending,37.770952,-122.399734,,Service request #10878: graffiti reported by resident
10879,2023-03-20,Potrero Hill,Tree Maintenance,Referred,37.760876,-122.392802,,Service request #10879: pothole reported by resident
10880,2023-03-01,Potrero Hill,Streetlight Out,In Progress,37.74064,-122.400361,,Service request #10880: illegal dumping reported by resident
10881,2023-03-12,Potrero Hill,Water Leak,Pending,37.748878,-122.396316,,Service request #10881: general request reported by resident
10882,2023-03-20,Potrero Hill,Noise Complaint,Duplicate,37.767167,-122.395774,,Service request #10882: damaged property reported by resident
10883,2023-03-17,Potrero Hill,Encampment,Closed,37.756215,-122.404914,,Service request #10883: pothole reported by resident
10884,2023-03-26,Potrero Hill,Park Maintenance,Open,37.777512,-122.401789,,Service request #10884: encampment reported by resident
10885,2023-03-10,Potrero Hill,Damaged Property,Open,37.764323,-122.4135,,Service request #10885: park maintenance reported by resident
10886,2023-03-20,Potrero Hill,Blocked Street or Sidewalk,Pending,37.757852,-122.422145,,Service request #10886: abandoned vehicle reported by resident
10887,2023-03-03,Potrero Hill,Blocked Street or Sidewalk,Pending,37.765319,-122.423581,,Service request #10887: noise complaint reported by resident
10888,2023-03-13,Potrero Hill,Overflowing Trash,Closed,37.739474,-122.414714,,Service request #10888: blocked street or sidewalk reported by resident
10889,2023-03-23,Potrero Hill,General Request,In Progress,37.758211,-122.385688,,Service request #10889: building maintenance reported by resident
10890,2023-03-04,Potrero Hill,Sewer Issues,Duplicate,37.774771,-122.410094,,Service request #10890: parking enforcement reported by resident
10891,2023-03-11,Potrero Hill,Building Maintenance,In Progress,37.74631,-122.402184,,Service request #10891: sewer issues reported by resident
10892,2023-03-09,Potrero Hill,Sewer Issues,Closed,37.771091,-122.39914,,Service request #10892: abandoned vehicle reported by resident
10893,2023-03-09,Potrero Hill,Sewer Issues,Closed,37.739609,-122.400525,,Service request #10893: park maintenance reported by resident
10894,2023-03-13,Potrero Hill,Graffiti,Pending,37.764305,-122.389567,,Service request #10894: tree maintenance reported by resident
10895,2023-03-01,Potrero Hill,Sewer Issues,In Progress,37.763954,-122.394889,,Service request #10895: general request reported by resident
10896,2023-03-18,Potrero Hill,Abandoned Vehicle,Closed,37.757516,-122.401778,,Service request #10896: sewer issues reported by resident
10897,2023-03-14,Potrero Hill,Encampment,Open,37.75906,-122.412069,,Service request #10897: abandoned vehicle reported by resident
10898,2023-03-23,Potrero Hill,Damaged Property,Closed,37.772665,-122.403239,,Service request #10898: sewer issues reported by resident
10899,2023-03-03,Potrero Hill,Tree Maintenance,In Progress,37.771188,-122.411201,,Service request #10899: water leak reported by resident
10900,2023-03-18,Potrero Hill,Water Leak,Duplicate,37.748934,-122.406515,,Service request #10900: overflowing trash reported by resident
10901,2023-03-02,Potrero Hill,Noise Complaint,Closed,37.757562,-122.390576,,Service request #10901: illegal dumping reported by resident
10902,2023-03-23,Potrero Hill,Parking Enforcement,In Progress,37.739101,-122.38567,,Service request #10902: blocked street or sidewalk reported by resident
10903,2023-03-08,Potrero Hill,Water Leak,Referred,37.753204,-122.386332,,Service request #10903: water leak reported by resident
10904,2023-03-25,Potrero Hill,General Request,Closed,37.753374,-122.418959,,Service request #10904: graffiti reported by resident
10905,2023-03-22,Potrero Hill,Damaged Property,Open,37.753984,-122.402827,,Service request #10905: abandoned vehicle reported by resident
10906,2023-03-02,Potrero Hill,Abandoned Vehicle,Closed,37.76104,-122.41158,,Service request #10906: encampment reported by resident
10907,2023-03-09,Potrero Hill,General Request,Pending,37.757044,-122.401679,,Service request #10907: sewer issues reported by resident
10908,2023-03-20,Potrero Hill,Noise Complaint,Referred,37.756944,-122.400573,,Service request #10908: abandoned vehicle reported by resident
10909,2023-03-06,Potrero Hill,Pothole,Closed,37.760559,-122.412276,,Service request #10909: noise complaint reported by resident
10910,2023-03-01,Potrero Hill,Streetlight Out,Pending,37.769359,-122.377369,,Service request #10910: encampment reported by resident
10911,2023-03-23,Potrero Hill,General Request,Closed,37.78278,-122.394714,,Service request #10911: blocked street or sidewalk reported by resident
10912,2023-03-25,Potrero Hill,Abandoned Vehicle,Referred,37.759192,-122.403527,,Service request #10912: encampment reported by resident
10913,2023-03-14,Potrero Hill,Park Maintenance,In Progress,37.752215,-122.40832,,Service request #10913: tree maintenance reported by resident
10914,2023-03-28,Potrero Hill,Graffiti,Open,37.765127,-122.393823,,Service request #10914: graffiti reported by resident
10915,2023-03-31,Potrero Hill,Illegal Dumping,Open,37.761773,-122.390262,,Service request #10915: encampment reported by resident
10916,2023-03-08,Potrero Hill,Street and Sidewalk Cleaning,Closed,37.735969,-122.407903,,Service request #10916: water leak reported by resident
10917,2023-03-14,Potrero Hill,Abandoned Vehicle,Closed,37.747601,-122.394375,,Service request #10917: building maintenance reported by resident
10918,2023-03-09,Potrero Hill,Overflowing Trash,Closed,37.760219,-122.407034,,Service request #10918: graffiti reported by resident
10919,2023-03-03,Potrero Hill,Overflowing Trash,In Progress,37.753022,-122.393638,,Service request #10919: parking enforcement reported by resident
10920,2023-03-14,Potrero Hill,Blocked Street or Sidewalk,Closed,37.764526,-122.395258,,Service request #10920: park maintenance reported by resident
10921,2023-03-28,Potrero Hill,Water Leak,Closed,37.75196,-122.393121,,Service request #10921: graffiti reported by resident
10922,2023-03-02,Potrero Hill,Encampment,Open,37.767352,-122.390005,,Service request #10922: illegal dumping reported by resident
10923,2023-03-19,Potrero Hill,Noise Complaint,Open,37.763745,-122.392016,,Service request #10923: street and sidewalk cleaning reported by resident
10924,2023-03-17,Potrero Hill,Illegal Dumping,Pending,37.748412,-122.406212,,Service request #10924: noise complaint reported by resident
10925,2023-03-16,Potrero Hill,Building Maintenance,Pending,37.747056,-122.414186,,Service request #10925: streetlight out reported by resident
10926,2023-03-08,Potrero Hill,Illegal Dumping,Closed,37.753345,-122.393663,,Service request #10926: pothole reported by resident
10927,2022-09-16,Dogpatch,Illegal Dumping,Closed,37.755686,-122.397566,,Service request #10927: abandoned vehicle reported by resident
10928,2022-09-15,Dogpatch,General Request,Closed,37.761252,-122.377162,,Service request #10928: streetlight out reported by resident
10929,2022-09-10,Dogpatch,General Request,Open,37.771072,-122.3852,,Service request #10929: sewer issues reported by resident
10930,2022-09-21,Dogpatch,Noise Complaint,Closed,37.747205,-122.374223,,Service request #10930: graffiti reported by resident
10931,2022-09-05,Dogpatch,Park Maintenance,Closed,37.754087,-122.388589,,Service request #10931: pothole reported by resident
10932,2022-09-17,Dogpatch,Parking Enforcement,Pending,37.742671,-122.403904,,Service request #10932: water leak reported by resident
10933,2022-09-16,Dogpatch,Pothole,Closed,37.762829,-122.395026,,Service request #10933: parking enforcement reported by resident
10934,2022-09-11,Dogpatch,Building Maintenance,Closed,37.756782,-122.383132,,Service request #10934: park maintenance reported by resident
10935,2022-09-28,Dogpatch,Park Maintenance,Pending,37.75935,-122.394698,,Service request #10935: parking enforcement reported by resident
10936,2022-09-19,Dogpatch,Tree Maintenance,Closed,37.758174,-122.386364,,Service request #10936: streetlight out reported by resident
10937,2022-09-01,Dogpatch,Streetlight Out,Closed,37.750266,-122.383744,,Service request #10937: sewer issues reported by resident
10938,2022-09-23,Dogpatch,Streetlight Out,Pending,37.756149,-122.386655,,Service request #10938: parking enforcement reported by resident
10939,2022-09-06,Dogpatch,Water Leak,Closed,37.761337,-122.370589,,Service request #10939: sewer issues reported by resident
10940,2022-09-24,Dogpatch,Water Leak,Open,37.77368,-122.382706,,Service request #10940: park maintenance reported by resident
10941,2022-09-23,Dogpatch,Damaged Property,Closed,37.756569,-122.37314,,Service request #10941: street and sidewalk cleaning reported by resident
10942,2022-09-25,Dogpatch,Graffiti,In Progress,37.753417,-122.371324,,Service request #10942: abandoned vehicle reported by resident
10943,2022-09-25,Dogpatch,Overflowing Trash,Closed,37.75283,-122.368977,,Service request #10943: sewer issues reported by resident
10944,2022-09-01,Dogpatch,Streetlight Out,Pending,37.762839,-122.383547,,Service request #10944: parking enforcement reported by resident
10945,2022-09-27,Dogpatch,Blocked Street or Sidewalk,Closed,37.758534,-122.386902,,Service request #10945: general request reported by resident
10946,2022-09-28,Dogpatch,Damaged Property,Closed,37.757546,-122.392057,,Service request #10946: tree maintenance reported by resident
10947,2022-09-13,Dogpatch,Street and Sidewalk Cleaning,Closed,37.750518,-122.397403,,Service request #10947: water leak reported by resident
10948,2022-09-07,Dogpatch,General Request,In Progress,37.75677,-122.395531,,Service request #10948: encampment reported by resident
10949,2022-09-02,Dogpatch,Overflowing Trash,Open,37.73887,-122.389789,,Service request #10949: building maintenance reported by resident
10950,2022-09-25,Dogpatch,Building Maintenance,Open,37.764174,-122.387056,,Service request #10950: encampment reported by resident
10951,2022-09-19,Dogpatch,Parking Enforcement,Closed,37.750031,-122.379806,,Service request #10951: general request reported by resident
10952,2022-09-09,Dogpatch,Street and Sidewalk Cleaning,Closed,37.752666,-122.389862,,Service request #10952: graffiti reported by resident
10953,2022-09-12,Dogpatch,Illegal Dumping,Closed,37.755422,-122.383895,,Service request #10953: abandoned vehicle reported by resident
10954,2022-09-30,Dogpatch,Pothole,Closed,37.753171,-122.390667,,Service request #10954: building maintenance reported by resident
10955,2022-09-22,Dogpatch,Parking Enforcement,Closed,37.760496,-122.383957,,Service request #10955: noise complaint reported by resident
10956,2022-09-08,Dogpatch,Illegal Dumping,Closed,37.751123,-122.376418,,Service request #10956: park maintenance reported by resident
10957,2022-09-09,Dogpatch,Water Leak,Duplicate,37.731539,-122.383606,,Service request #10957: building maintenance reported by resident
10958,2022-09-21,Dogpatch,General Request,In Progress,37.760236,-122.376599,,Service request #10958: illegal dumping reported by resident
10959,2022-09-08,Dogpatch,Abandoned Vehicle,In Progress,37.758618,-122.376488,,Service request #10959: damaged property reported by resident
10960,2022-09-27,Dogpatch,Street and Sidewalk Cleaning,Closed,37.758597,-122.398388,,Service request #10960: illegal dumping reported by resident
10961,2022-09-08,Dogpatch,Street and Sidewalk Cleaning,Closed,37.745502,-122.37907,,Service request #10961: parking enforcement reported by resident
10962,2022-09-21,Dogpatch,Sewer Issues,Closed,37.767854,-122.380181,,Service request #10962: general request reported by resident
10963,2022-09-25,Dogpatch,Overflowing Trash,In Progress,37.755102,-122.386356,,Service request #10963: blocked street or sidewalk reported by resident
10964,2022-09-05,Dogpatch,Overflowing Trash,Referred,37.753093,-122.392991,,Service request #10964: streetlight out reported by resident
10965,2022-09-14,Dogpatch,Damaged Property,Closed,37.749974,-122.416252,,Service request #10965: park maintenance reported by resident
10966,2022-09-08,Dogpatch,Park Maintenance,Open,37.770485,-122.371453,,Service request #10966: water leak reported by resident
10967,2022-09-03,Dogpatch,Blocked Street or Sidewalk,Closed,37.74587,-122.386728,,Service request #10967: noise complaint reported by resident
10968,2022-09-06,Dogpatch,Blocked Street or Sidewalk,Pending,37.752876,-122.389771,,Service request #10968: pothole reported by resident
10969,2022-09-29,Dogpatch,Sewer Issues,Open,37.756973,-122.398091,,Service request #10969: encampment reported by resident
10970,2022-09-14,Dogpatch,Damaged Property,Referred,37.767012,-122.372041,,Service request #10970: street and sidewalk cleaning reported by resident
10971,2022-09-27,Dogpatch,Noise Complaint,Closed,37.757371,-122.383731,,Service request #10971: noise complaint reported by resident
10972,2022-09-04,Dogpatch,Streetlight Out,In Progress,37.753776,-122.382576,,Service request #10972: street and sidewalk cleaning reported by resident
10973,2022-09-30,Dogpatch,Water Leak,Closed,37.758615,-122.391851,,Service request #10973: overflowing trash reported by resident
10974,2022-09-30,Dogpatch,Pothole,Closed,37.737908,-122.363815,,Service request #10974: general request reported by resident
10975,2022-09-17,Dogpatch,Overflowing Trash,Closed,37.745631,-122.382173,,Service request #10975: parking enforcement reported by resident
10976,2022-09-11,Dogpatch,Water Leak,Closed,37.751558,-122.403904,,Service request #10976: tree maintenance reported by resident
10977,2018-01-02,Pacific Heights,Streetlight Out,Closed,37.802096,-122.461114,,Service request #10977: general request reported by resident
10978,2018-01-28,Pacific Heights,General Request,Closed,37.801382,-122.435608,,Service request #10978: pothole reported by resident
10979,2018-01-17,Pacific Heights,Sewer Issues,Closed,37.794411,-122.415172,,Service request #10979: illegal dumping reported by resident
10980,2018-01-26,Pacific Heights,Damaged Property,Closed,37.78617,-122.448236,,Service request #10980: illegal dumping reported by resident
10981,2018-01-15,Pacific Heights,General Request,Open,37.826306,-122.433443,,Service request #10981: damaged property reported by resident
10982,2018-01-26,Pacific Heights,Illegal Dumping,In Progress,37.778926,-122.423555,,Service request #10982: abandoned vehicle reported by resident
10983,2018-01-16,Pacific Heights,Parking Enforcement,In Progress,37.81492,-122.46357,,Service request #10983: tree maintenance reported by resident
10984,2018-01-14,Pacific Heights,Park Maintenance,Pending,37.80283,-122.445083,,Service request #10984: park maintenance reported by resident
10985,2018-01-26,Pacific Heights,Pothole,Pending,37.811789,-122.430276,,Service request #10985: water leak reported by resident
10986,2018-01-04,Pacific Heights,Graffiti,Closed,37.800453,-122.441258,,Service request #10986: noise complaint reported by resident
10987,2018-01-12,Pacific Heights,Illegal Dumping,Open,37.78659,-122.424686,,Service request #10987: pothole reported by resident
10988,2018-01-15,Pacific Heights,Streetlight Out,Referred,37.810499,-122.4352,,Service request #10988: abandoned vehicle reported by resident
10989,2018-01-31,Pacific Heights,General Request,Pending,37.777353,-122.441585,,Service request #10989: water leak reported by resident
10990,2018-01-26,Pacific Heights,Illegal Dumping,Duplicate,37.8,-122.427525,,Service request #10990: illegal dumping reported by resident
10991,2018-01-06,Pacific Heights,Noise Complaint,Open,37.785996,-122.440228,,Service request #10991: general request reported by resident
10992,2018-01-13,Pacific Heights,Graffiti,Pending,37.79697,-122.436461,,Service request #10992: encampment reported by resident
10993,2018-01-06,Pacific Heights,Noise Complaint,In Progress,37.797202,-122.44342,,Service request #10993: abandoned vehicle reported by resident
10994,2018-01-12,Pacific Heights,Graffiti,Open,37.799477,-122.454378,,Service request #10994: encampment reported by resident
10995,2018-01-23,Pacific Heights,Parking Enforcement,Open,37.789546,-122.451993,,Service request #10995: parking enforcement reported by resident
10996,2018-01-29,Pacific Heights,Park Maintenance,Pending,37.787348,-122.423037,,Service request #10996: park maintenance reported by resident
10997,2018-01-11,Pacific Heights,Streetlight Out,In Progress,37.791275,-122.444718,,Service request #10997: building maintenance reported by resident
10998,2018-01-25,Pacific Heights,Park Maintenance,In Progress,37.79565,-122.451618,,Service request #10998: graffiti reported by resident
10999,2018-01-21,Pacific Heights,Parking Enforcement,Closed,37.792693,-122.446372,,Service request #10999: noise complaint reported by resident
11000,2018-01-26,Pacific Heights,Illegal Dumping,In Progress,37.791201,-122.438744,,Service request #11000: illegal dumping reported by resident
11001,2018-01-26,Pacific Heights,Blocked Street or Sidewalk,Open,37.803764,-122.432547,,Service request #11001: general request reported by resident
11002,2018-01-04,Pacific Heights,Pothole,In Progress,37.786843,-122.427455,,Service request #11002: sewer issues reported by resident
11003,2018-01-05,Pacific Heights,Overflowing Trash,Closed,37.782883,-122.438848,,Service request #11003: damaged property reported by resident
