id,date,neighborhood,category,status,lat,lng,valuation,description
BLD202505-6822,2025-05-10,Hayes Valley,Roof,Under Review,37.774621,-122.432001,103145,Roof permit at 2828 Market St
BLD202505-9478,2025-05-16,Hayes Valley,Mechanical,Issued,37.759249,-122.43262,68836,Mechanical permit at 2049 Taraval St
BLD202505-7519,2025-05-08,Hayes Valley,Plumbing,Approved,37.775196,-122.421852,91315,Plumbing permit at 2842 Market St
BLD202505-1482,2025-05-21,Hayes Valley,Mechanical,Completed,37.789909,-122.431839,65492,Mechanical permit at 9084 Irving St
BLD202505-1680,2025-05-08,Hayes Valley,Addition,Issued,37.763319,-122.433607,246490,Addition permit at 4954 Divisadero St
BLD202505-1222,2025-05-25,Hayes Valley,Window Replacement,Completed,37.774823,-122.428413,63403,Window Replacement permit at 6802 Taraval St
BLD202505-5181,2025-05-09,Hayes Valley,Seismic Retrofit,Expired,37.760451,-122.395607,78746,Seismic Retrofit permit at 5388 Mission St
BLD202505-3530,2025-05-22,Hayes Valley,Alteration,Approved,37.766777,-122.428152,257098,Alteration permit at 656 Van Ness Ave
BLD201904-7955,2019-04-24,Chinatown,Plumbing,Issued,37.793433,-122.424638,23131,Plumbing permit at 450 Taraval St
BLD201904-3270,2019-04-02,Chinatown,Window Replacement,Issued,37.798886,-122.424636,26175,Window Replacement permit at 9765 Mission St
BLD201904-8135,2019-04-19,Chinatown,Foundation Work,Issued,37.771085,-122.43344,26533,Foundation Work permit at 9813 Market St
BLD201904-4830,2019-04-17,Chinatown,Mechanical,Issued,37.805319,-122.39816,34664,Mechanical permit at 6206 Geary Blvd
BLD201904-5738,2019-04-27,Chinatown,Demolition,Approved,37.808594,-122.40032,31574,Demolition permit at 2737 Market St
BLD201904-3103,2019-04-13,Chinatown,Solar Installation,Under Review,37.806455,-122.395514,34249,Solar Installation permit at 8337 Columbus Ave
BLD201904-4638,2019-04-27,Chinatown,Foundation Work,Withdrawn,37.785728,-122.399099,32471,Foundation Work permit at 2035 Market St
BLD201904-6806,2019-04-17,Chinatown,Seismic Retrofit,Under Review,37.781687,-122.413819,35517,Seismic Retrofit permit at 9447 Columbus Ave
BLD201904-6383,2019-04-06,Chinatown,Solar Installation,Under Review,37.806793,-122.415577,37715,Solar Installation permit at 4890 Irving St
BLD201904-4386,2019-04-02,Chinatown,ADU Construction,Under Review,37.780281,-122.389731,119716,ADU Construction permit at 2516 Taraval St
BLD201904-9857,2019-04-27,Chinatown,Repair,Expired,37.79935,-122.41605,15767,Repair permit at 1956 Irving St
BLD201904-3143,2019-04-26,Chinatown,Seismic Retrofit,Issued,37.804429,-122.415431,46809,Seismic Retrofit permit at 7194 Fulton St
BLD201904-1897,2019-04-12,Chinatown,Alteration,Withdrawn,37.779522,-122.415686,68410,Alteration permit at 864 Fulton St
BLD201904-6482,2019-04-22,Chinatown,HVAC Installation,Completed,37.801341,-122.424153,17483,HVAC Installation permit at 9520 Valencia St
BLD201904-5004,2019-04-29,Chinatown,Solar Installation,Issued,37.780606,-122.403526,26958,Solar Installation permit at 4146 Columbus Ave
BLD201904-6854,2019-04-18,Chinatown,Mechanical,Approved,37.789011,-122.410722,32805,Mechanical permit at 1312 Geary Blvd
BLD201904-1623,2019-04-20,Chinatown,Alteration,Approved,37.796022,-122.400607,85696,Alteration permit at 8380 Geary Blvd
BLD201904-7914,2019-04-14,Chinatown,ADU Construction,Withdrawn,37.795633,-122.40774,129395,ADU Construction permit at 5685 Irving St
BLD201904-7849,2019-04-13,Chinatown,HVAC Installation,Issued,37.792714,-122.403131,30319,HVAC Installation permit at 4914 Fulton St
BLD201904-8385,2019-04-24,Chinatown,Solar Installation,Expired,37.797308,-122.412198,38736,Solar Installation permit at 82 Columbus Ave
BLD201904-3035,2019-04-01,Chinatown,Mechanical,Under Review,37.789757,-122.42327,39002,Mechanical permit at 5105 Fulton St
BLD201904-9099,2019-04-19,Chinatown,Window Replacement,Approved,37.800156,-122.415222,30861,Window Replacement permit at 6672 Market St
BLD201904-8594,2019-04-02,Chinatown,Mechanical,Issued,37.789805,-122.414685,28073,Mechanical permit at 9367 Taraval St
BLD201904-6195,2019-04-25,Chinatown,HVAC Installation,Expired,37.789219,-122.429492,28006,HVAC Installation permit at 728 Divisadero St
BLD201904-6166,2019-04-14,Chinatown,HVAC Installation,Expired,37.803664,-122.401152,27624,HVAC Installation permit at 8578 Market St
BLD201904-1598,2019-04-25,Chinatown,Electrical,Under Review,37.784202,-122.42035,27511,Electrical permit at 9110 Valencia St
BLD201904-9310,2019-04-07,Chinatown,Mechanical,Issued,37.784742,-122.391882,24393,Mechanical permit at 8995 Columbus Ave
BLD201904-5433,2019-04-09,Chinatown,Demolition,Issued,37.807689,-122.421587,28901,Demolition permit at 8459 Valencia St
BLD202302-2328,2023-02-22,Castro,New Construction,Completed,37.771936,-122.436751,762404,New Construction permit at 6849 Market St
BLD202302-1193,2023-02-17,Castro,Electrical,Completed,37.768295,-122.430267,90164,Electrical permit at 3967 Geary Blvd
BLD202302-6305,2023-02-24,Castro,Electrical,Issued,37.778927,-122.452474,72388,Electrical permit at 2097 Mission St
BLD202302-4884,2023-02-17,Castro,Plumbing,Completed,37.751686,-122.432227,77078,Plumbing permit at 7217 Columbus Ave
BLD202302-2419,2023-02-26,Castro,Addition,On Hold,37.753362,-122.438207,201299,Addition permit at 8801 Taraval St
BLD202302-9161,2023-02-11,Castro,Foundation Work,Approved,37.771901,-122.432578,68163,Foundation Work permit at 4896 Columbus Ave
BLD202302-2620,2023-02-05,Castro,Roof,Completed,37.765662,-122.444995,61554,Roof permit at 4046 Taraval St
BLD202302-2548,2023-02-07,Castro,Mechanical,Approved,37.758921,-122.450476,71811,Mechanical permit at 2022 Divisadero St
BLD202302-2937,2023-02-14,Castro,Repair,On Hold,37.748754,-122.426222,64321,Repair permit at 9309 Fulton St
BLD202302-8844,2023-02-19,Castro,Roof,On Hold,37.736445,-122.427824,60417,Roof permit at 7051 Geary Blvd
BLD202302-7599,2023-02-04,Castro,Electrical,Completed,37.753393,-122.44934,70848,Electrical permit at 1018 Valencia St
BLD202302-1864,2023-02-25,Castro,Addition,Under Review,37.782921,-122.422647,234772,Addition permit at 3488 Irving St
BLD202302-8716,2023-02-12,Castro,Alteration,Completed,37.763942,-122.409864,204519,Alteration permit at 360 Market St
BLD202302-6456,2023-02-08,Castro,HVAC Installation,Expired,37.750884,-122.448568,96564,HVAC Installation permit at 2285 Columbus Ave
BLD202302-5480,2023-02-27,Castro,Addition,Issued,37.743177,-122.430803,254422,Addition permit at 2650 Divisadero St
BLD202302-5110,2023-02-08,Castro,Window Replacement,Approved,37.763543,-122.44758,70555,Window Replacement permit at 3614 Columbus Ave
BLD202302-2964,2023-02-01,Castro,Addition,Issued,37.758172,-122.445392,166507,Addition permit at 8364 Divisadero St
BLD202302-3441,2023-02-02,Castro,Alteration,Under Review,37.767341,-122.428918,226771,Alteration permit at 9456 Divisadero St
BLD202302-8165,2023-02-23,Castro,Addition,Approved,37.75288,-122.446712,226047,Addition permit at 4767 Columbus Ave
BLD202302-3172,2023-02-13,Castro,Plumbing,Completed,37.75312,-122.42792,74111,Plumbing permit at 6848 Geary Blvd
BLD202302-3099,2023-02-02,Castro,Mechanical,Completed,37.755435,-122.446293,99904,Mechanical permit at 6462 Mission St
BLD202302-4788,2023-02-28,Castro,Window Replacement,Approved,37.74744,-122.445886,75273,Window Replacement permit at 1745 Market St
BLD202302-2409,2023-02-03,Castro,Solar Installation,Completed,37.758204,-122.419618,59237,Solar Installation permit at 7543 Taraval St
BLD202302-1733,2023-02-08,Castro,Window Replacement,Issued,37.747768,-122.433208,74752,Window Replacement permit at 6175 Geary Blvd
BLD202302-8786,2023-02-06,Castro,ADU Construction,Under Review,37.763583,-122.440085,303850,ADU Construction permit at 2467 Divisadero St
BLD202302-3433,2023-02-16,Castro,Plumbing,Completed,37.760876,-122.434992,86207,Plumbing permit at 6907 Irving St
BLD202302-9654,2023-02-26,Castro,Demolition,Approved,37.7731,-122.417422,85488,Demolition permit at 8111 Mission St
BLD202302-5198,2023-02-12,Castro,Electrical,Withdrawn,37.756574,-122.413429,69962,Electrical permit at 9968 Market St
BLD202302-8760,2023-02-10,Castro,New Construction,Approved,37.764279,-122.427379,1013531,New Construction permit at 3530 Mission St
BLD202302-3373,2023-02-28,Castro,Window Replacement,Withdrawn,37.769635,-122.429282,68532,Window Replacement permit at 6664 Market St
BLD202302-5932,2023-02-17,Castro,Seismic Retrofit,Issued,37.759332,-122.442347,45522,Seismic Retrofit permit at 9493 Columbus Ave
BLD202002-3246,2020-02-27,North Beach,Repair,Expired,37.812791,-122.418226,65008,Repair permit at 6620 Market St
BLD202002-5600,2020-02-14,North Beach,HVAC Installation,Completed,37.80923,-122.405126,62945,HVAC Installation permit at 3938 Geary Blvd
BLD202002-3729,2020-02-19,North Beach,Mechanical,Expired,37.798519,-122.400206,72012,Mechanical permit at 6482 Taraval St
BLD202002-2901,2020-02-25,North Beach,Repair,Under Review,37.813442,-122.417324,34115,Repair permit at 7663 Divisadero St
BLD202002-6958,2020-02-18,North Beach,Alteration,Approved,37.816608,-122.411755,150937,Alteration permit at 4357 Mission St
BLD202002-7211,2020-02-02,North Beach,Repair,Under Review,37.802472,-122.423537,50883,Repair permit at 8253 Divisadero St
BLD202002-9450,2020-02-22,North Beach,Alteration,Completed,37.803343,-122.410298,212121,Alteration permit at 5209 Geary Blvd
BLD202002-6958,2020-02-10,North Beach,New Construction,Completed,37.798932,-122.406196,583341,New Construction permit at 8901 Geary Blvd
BLD202002-1199,2020-02-25,North Beach,Seismic Retrofit,Issued,37.8055,-122.408151,68662,Seismic Retrofit permit at 6090 Irving St
BLD202002-9986,2020-02-23,North Beach,Electrical,Issued,37.806791,-122.422386,55750,Electrical permit at 7954 Geary Blvd
BLD202002-3173,2020-02-27,North Beach,Window Replacement,Completed,37.814365,-122.413628,40596,Window Replacement permit at 7254 Taraval St
BLD202002-2387,2020-02-22,North Beach,Repair,Approved,37.799785,-122.430164,46174,Repair permit at 6012 Mission St
BLD202002-9300,2020-02-16,North Beach,Solar Installation,Completed,37.80005,-122.409121,45344,Solar Installation permit at 3890 Irving St
BLD202002-3859,2020-02-13,North Beach,Solar Installation,Completed,37.809853,-122.408303,67300,Solar Installation permit at 6630 Mission St
BLD202002-3270,2020-02-24,North Beach,Addition,Approved,37.801888,-122.404092,181141,Addition permit at 6827 Van Ness Ave
BLD202002-6263,2020-02-18,North Beach,Electrical,Approved,37.820017,-122.418489,76748,Electrical permit at 248 Mission St
BLD202002-2960,2020-02-11,North Beach,Alteration,Completed,37.808381,-122.42067,197039,Alteration permit at 6620 Irving St
BLD202002-7019,2020-02-23,North Beach,ADU Construction,Issued,37.835174,-122.39591,221015,ADU Construction permit at 4468 Divisadero St
BLD202002-2373,2020-02-23,North Beach,Addition,Expired,37.816772,-122.415633,184004,Addition permit at 8313 Valencia St
BLD202002-9328,2020-02-05,North Beach,Demolition,Issued,37.816526,-122.418876,40674,Demolition permit at 8742 Market St
BLD202002-1043,2020-02-10,North Beach,Alteration,On Hold,37.806194,-122.407572,115898,Alteration permit at 4600 Market St
BLD202002-1680,2020-02-17,North Beach,Window Replacement,Issued,37.800644,-122.411493,55261,Window Replacement permit at 7320 Mission St
BLD202002-4154,2020-02-04,North Beach,Alteration,On Hold,37.809161,-122.405183,151450,Alteration permit at 9550 Van Ness Ave
BLD202002-4315,2020-02-20,North Beach,Demolition,Completed,37.805983,-122.417229,57476,Demolition permit at 1761 Divisadero St
BLD202002-5963,2020-02-07,North Beach,Window Replacement,Issued,37.826542,-122.402015,60713,Window Replacement permit at 7495 Irving St
BLD202002-7677,2020-02-28,North Beach,New Construction,Completed,37.818441,-122.418921,644580,New Construction permit at 2237 Geary Blvd
BLD202002-8017,2020-02-13,North Beach,HVAC Installation,Under Review,37.800659,-122.414067,62199,HVAC Installation permit at 818 Fulton St
BLD202109-8951,2021-09-12,Bernal Heights,Plumbing,Under Review,37.736398,-122.408428,58153,Plumbing permit at 4595 Taraval St
BLD202109-2185,2021-09-15,Bernal Heights,HVAC Installation,Approved,37.721372,-122.410245,53449,HVAC Installation permit at 2692 Irving St
BLD202109-3515,2021-09-20,Bernal Heights,Mechanical,Issued,37.746436,-122.429559,44014,Mechanical permit at 784 Columbus Ave
BLD202109-2598,2021-09-25,Bernal Heights,Repair,Completed,37.74768,-122.427323,53729,Repair permit at 2057 Columbus Ave
BLD202109-4120,2021-09-29,Bernal Heights,Seismic Retrofit,Withdrawn,37.762765,-122.406783,48478,Seismic Retrofit permit at 3696 Fulton St
BLD202109-6985,2021-09-19,Bernal Heights,Window Replacement,Issued,37.725835,-122.404655,48283,Window Replacement permit at 3658 Valencia St
BLD202109-8938,2021-09-06,Bernal Heights,Plumbing,Expired,37.748093,-122.433679,58387,Plumbing permit at 9882 Taraval St
BLD202109-6779,2021-09-27,Bernal Heights,Electrical,Issued,37.738156,-122.416211,54658,Electrical permit at 9074 Fulton St
BLD202109-8872,2021-09-22,Bernal Heights,Solar Installation,Completed,37.737006,-122.430509,48949,Solar Installation permit at 8036 Market St
BLD202109-8941,2021-09-03,Bernal Heights,Window Replacement,Approved,37.728877,-122.406112,50201,Window Replacement permit at 2608 Columbus Ave
BLD202109-2770,2021-09-21,Bernal Heights,Mechanical,Approved,37.74636,-122.414582,27491,Mechanical permit at 8469 Divisadero St
BLD202109-3049,2021-09-27,Bernal Heights,Electrical,Issued,37.734514,-122.421191,61708,Electrical permit at 2434 Mission St
BLD202109-1410,2021-09-25,Bernal Heights,Addition,Issued,37.73263,-122.413762,154197,Addition permit at 3829 Valencia St
BLD202109-7264,2021-09-29,Bernal Heights,Addition,Under Review,37.760793,-122.423343,193453,Addition permit at 3504 Van Ness Ave
BLD202109-7609,2021-09-11,Bernal Heights,Demolition,Expired,37.737191,-122.407634,58042,Demolition permit at 1023 Fulton St
BLD202109-3693,2021-09-28,Bernal Heights,Demolition,Issued,37.734402,-122.41254,55987,Demolition permit at 9038 Fulton St
BLD202109-9105,2021-09-18,Bernal Heights,Repair,On Hold,37.738039,-122.41755,61338,Repair permit at 1640 Van Ness Ave
BLD202109-9428,2021-09-26,Bernal Heights,Solar Installation,Completed,37.739815,-122.40919,51439,Solar Installation permit at 6399 Mission St
BLD202109-9384,2021-09-25,Bernal Heights,Demolition,Expired,37.722626,-122.434377,49756,Demolition permit at 626 Irving St
BLD202109-3587,2021-09-30,Bernal Heights,New Construction,Approved,37.729059,-122.401158,481592,New Construction permit at 1926 Van Ness Ave
BLD202109-3768,2021-09-06,Bernal Heights,Repair,Under Review,37.733164,-122.414064,43270,Repair permit at 459 Taraval St
BLD202109-8380,2021-09-12,Bernal Heights,Demolition,On Hold,37.762715,-122.415162,51872,Demolition permit at 7352 Columbus Ave
BLD202109-2110,2021-09-27,Bernal Heights,ADU Construction,Issued,37.745997,-122.439228,248018,ADU Construction permit at 1289 Geary Blvd
BLD202109-7680,2021-09-06,Bernal Heights,Addition,Issued,37.742128,-122.395049,182919,Addition permit at 5861 Van Ness Ave
BLD202109-4889,2021-09-04,Bernal Heights,Mechanical,Under Review,37.744103,-122.416689,66807,Mechanical permit at 44 Irving St
BLD202109-9935,2021-09-25,Bernal Heights,Solar Installation,Issued,37.734789,-122.405496,59308,Solar Installation permit at 6515 Fulton St
BLD202309-7322,2023-09-25,Bayview,Alteration,Approved,37.722439,-122.379903,97217,Alteration permit at 4245 Geary Blvd
BLD202309-5360,2023-09-07,Bayview,Addition,Issued,37.717592,-122.385788,77479,Addition permit at 360 Columbus Ave
BLD202309-5636,2023-09-11,Bayview,Roof,Completed,37.733592,-122.399325,31282,Roof permit at 1024 Mission St
BLD202309-3941,2023-09-14,Bayview,Repair,Issued,37.728208,-122.390661,41958,Repair permit at 1587 Taraval St
BLD202309-9123,2023-09-28,Bayview,Mechanical,Issued,37.734445,-122.389429,36408,Mechanical permit at 4361 Geary Blvd
BLD202309-5949,2023-09-27,Bayview,Addition,Under Review,37.722341,-122.390024,134842,Addition permit at 6907 Mission St
BLD202309-7260,2023-09-03,Bayview,Electrical,Expired,37.734315,-122.366345,34912,Electrical permit at 5410 Mission St
BLD202309-9578,2023-09-06,Bayview,ADU Construction,Completed,37.739063,-122.376475,149033,ADU Construction permit at 7029 Market St
BLD202309-3955,2023-09-12,Bayview,Repair,Under Review,37.716799,-122.38199,23720,Repair permit at 7235 Irving St
BLD202309-6074,2023-09-07,Bayview,Roof,Withdrawn,37.714053,-122.391462,28871,Roof permit at 3844 Van Ness Ave
BLD202309-2545,2023-09-27,Bayview,Solar Installation,Completed,37.730935,-122.377005,49116,Solar Installation permit at 5825 Geary Blvd
BLD202309-9934,2023-09-19,Bayview,Solar Installation,Under Review,37.728312,-122.374261,43399,Solar Installation permit at 8758 Columbus Ave
BLD202309-3673,2023-09-04,Bayview,Foundation Work,Approved,37.739185,-122.380678,36542,Foundation Work permit at 203 Fulton St
BLD202309-6428,2023-09-01,Bayview,Foundation Work,Completed,37.737611,-122.391506,39710,Foundation Work permit at 963 Market St
BLD202309-2826,2023-09-13,Bayview,Foundation Work,Issued,37.72419,-122.364612,25946,Foundation Work permit at 1397 Irving St
BLD202309-3966,2023-09-21,Bayview,Foundation Work,Expired,37.734065,-122.370053,31024,Foundation Work permit at 591 Mission St
BLD202309-5279,2023-09-13,Bayview,Foundation Work,Under Review,37.735587,-122.374243,34688,Foundation Work permit at 2334 Geary Blvd
BLD202309-4198,2023-09-21,Bayview,Alteration,Expired,37.728644,-122.380641,121173,Alteration permit at 6726 Divisadero St
BLD202309-5834,2023-09-20,Bayview,Roof,Completed,37.724294,-122.377794,27853,Roof permit at 9631 Market St
BLD202309-7248,2023-09-01,Bayview,Roof,Under Review,37.725919,-122.380735,45015,Roof permit at 2010 Van Ness Ave
BLD202309-6744,2023-09-28,Bayview,Plumbing,Approved,37.71671,-122.379076,36156,Plumbing permit at 4074 Van Ness Ave
BLD202309-6878,2023-09-12,Bayview,Alteration,On Hold,37.706673,-122.391206,105725,Alteration permit at 5124 Divisadero St
BLD202309-9285,2023-09-20,Bayview,Plumbing,Under Review,37.721776,-122.384202,28155,Plumbing permit at 5665 Market St
BLD202309-2667,2023-09-18,Bayview,Foundation Work,Completed,37.723656,-122.366023,38550,Foundation Work permit at 6156 Irving St
BLD202309-2972,2023-09-25,Bayview,Foundation Work,Approved,37.731942,-122.384813,34462,Foundation Work permit at 4807 Market St
BLD202309-1753,2023-09-30,Bayview,HVAC Installation,Issued,37.718874,-122.396363,30619,HVAC Installation permit at 2850 Mission St
BLD202309-3922,2023-09-12,Bayview,Solar Installation,Expired,37.712607,-122.383965,44625,Solar Installation permit at 3432 Van Ness Ave
BLD201810-8759,2018-10-27,SOMA,Repair,Completed,37.774876,-122.410309,76515,Repair permit at 5766 Columbus Ave
BLD201810-7169,2018-10-04,SOMA,Solar Installation,Expired,37.774865,-122.412117,75907,Solar Installation permit at 5366 Van Ness Ave
BLD201810-1526,2018-10-01,SOMA,Electrical,Issued,37.793438,-122.402187,80474,Electrical permit at 1217 Market St
BLD201810-9195,2018-10-24,SOMA,Electrical,Approved,37.776091,-122.407583,69558,Electrical permit at 4062 Columbus Ave
BLD201810-7741,2018-10-28,SOMA,Alteration,Completed,37.789844,-122.401376,172615,Alteration permit at 915 Market St
BLD201810-5835,2018-10-28,SOMA,Mechanical,Completed,37.768323,-122.384861,84700,Mechanical permit at 2032 Taraval St
BLD201810-3950,2018-10-12,SOMA,Demolition,Withdrawn,37.786447,-122.402254,68764,Demolition permit at 1557 Divisadero St
BLD201810-8731,2018-10-09,SOMA,New Construction,Expired,37.761103,-122.404844,810820,New Construction permit at 8875 Market St
BLD201810-8105,2018-10-30,SOMA,Electrical,Completed,37.78414,-122.421883,40030,Electrical permit at 8144 Taraval St
BLD201810-4223,2018-10-18,SOMA,Solar Installation,Completed,37.787157,-122.401793,84072,Solar Installation permit at 5477 Irving St
BLD201810-2295,2018-10-23,SOMA,Seismic Retrofit,Expired,37.781721,-122.408129,45478,Seismic Retrofit permit at 1458 Divisadero St
BLD201810-1505,2018-10-31,SOMA,Roof,Issued,37.772449,-122.412144,34872,Roof permit at 824 Irving St
BLD201810-2235,2018-10-02,SOMA,ADU Construction,Approved,37.771786,-122.408149,312831,ADU Construction permit at 6930 Van Ness Ave
BLD201810-4621,2018-10-01,SOMA,Foundation Work,Under Review,37.778169,-122.411233,56920,Foundation Work permit at 38 Geary Blvd
BLD201810-9152,2018-10-02,SOMA,Plumbing,Under Review,37.768019,-122.408332,77837,Plumbing permit at 1114 Columbus Ave
BLD201810-6644,2018-10-28,SOMA,Window Replacement,Under Review,37.779014,-122.415185,81342,Window Replacement permit at 9961 Mission St
BLD201810-5546,2018-10-05,SOMA,Foundation Work,Under Review,37.760604,-122.398547,50711,Foundation Work permit at 1584 Taraval St
BLD201810-6542,2018-10-13,SOMA,Repair,Approved,37.776004,-122.402314,72571,Repair permit at 8058 Market St
BLD201810-7065,2018-10-10,SOMA,Electrical,Completed,37.79358,-122.404207,66112,Electrical permit at 6917 Geary Blvd
BLD201810-5626,2018-10-31,SOMA,Addition,Approved,37.770082,-122.407634,263991,Addition permit at 4377 Market St
BLD201810-7476,2018-10-19,SOMA,HVAC Installation,Approved,37.778204,-122.42086,65632,HVAC Installation permit at 6399 Van Ness Ave
BLD201810-9894,2018-10-12,SOMA,Electrical,Completed,37.779839,-122.419031,61863,Electrical permit at 8315 Valencia St
BLD201810-3170,2018-10-29,SOMA,Electrical,Issued,37.785361,-122.391387,40637,Electrical permit at 2301 Geary Blvd
BLD201810-3345,2018-10-12,SOMA,Roof,Issued,37.797951,-122.404494,55940,Roof permit at 9194 Market St
BLD201810-9738,2018-10-28,SOMA,Foundation Work,Issued,37.791887,-122.381422,78213,Foundation Work permit at 3002 Van Ness Ave
BLD202409-5655,2024-09-16,Bernal Heights,ADU Construction,Approved,37.737066,-122.412755,212535,ADU Construction permit at 9459 Market St
BLD202409-9658,2024-09-04,Bernal Heights,ADU Construction,Under Review,37.749975,-122.42281,238050,ADU Construction permit at 9151 Columbus Ave
BLD202409-3400,2024-09-24,Bernal Heights,Seismic Retrofit,Approved,37.747177,-122.40952,64886,Seismic Retrofit permit at 6063 Geary Blvd
BLD202409-3163,2024-09-05,Bernal Heights,Alteration,Approved,37.742283,-122.410586,217197,Alteration permit at 3112 Market St
BLD202409-4300,2024-09-04,Bernal Heights,HVAC Installation,Approved,37.745208,-122.415711,47022,HVAC Installation permit at 1807 Taraval St
BLD202409-8092,2024-09-27,Bernal Heights,Foundation Work,On Hold,37.748208,-122.40898,55867,Foundation Work permit at 8461 Columbus Ave
BLD202409-7939,2024-09-22,Bernal Heights,Addition,Issued,37.731977,-122.410692,132304,Addition permit at 4954 Divisadero St
BLD202409-1942,2024-09-25,Bernal Heights,Alteration,Approved,37.741078,-122.433413,178468,Alteration permit at 458 Mission St
BLD202409-6092,2024-09-20,Bernal Heights,Foundation Work,Issued,37.749746,-122.402756,40763,Foundation Work permit at 1867 Valencia St
BLD202409-4781,2024-09-06,Bernal Heights,Repair,On Hold,37.727697,-122.408221,81755,Repair permit at 6775 Market St
BLD202409-3345,2024-09-11,Bernal Heights,Repair,Approved,37.736328,-122.436308,55527,Repair permit at 5302 Divisadero St
BLD202409-7297,2024-09-29,Bernal Heights,Mechanical,Approved,37.745719,-122.425269,67681,Mechanical permit at 1650 Irving St
BLD202409-8578,2024-09-11,Bernal Heights,Plumbing,Approved,37.735711,-122.407547,60402,Plumbing permit at 8104 Valencia St
BLD202409-3369,2024-09-28,Bernal Heights,Repair,Issued,37.741719,-122.416881,59270,Repair permit at 3363 Van Ness Ave
BLD202409-6488,2024-09-26,Bernal Heights,Addition,Approved,37.746377,-122.419081,179945,Addition permit at 3772 Columbus Ave
BLD202409-1296,2024-09-23,Bernal Heights,Mechanical,Under Review,37.74416,-122.421562,62461,Mechanical permit at 3586 Mission St
BLD202409-2722,2024-09-14,Bernal Heights,HVAC Installation,Issued,37.747231,-122.404793,46519,HVAC Installation permit at 7096 Valencia St
BLD202409-4011,2024-09-30,Bernal Heights,Repair,Completed,37.748858,-122.402041,40535,Repair permit at 7753 Mission St
BLD202409-8950,2024-09-08,Bernal Heights,Alteration,Issued,37.747486,-122.415891,156766,Alteration permit at 6783 Fulton St
BLD202409-4843,2024-09-20,Bernal Heights,HVAC Installation,Issued,37.732201,-122.409553,59527,HVAC Installation permit at 715 Van Ness Ave
BLD202409-4354,2024-09-24,Bernal Heights,Repair,Issued,37.742029,-122.417681,70133,Repair permit at 2555 Taraval St
BLD202409-8499,2024-09-30,Bernal Heights,Foundation Work,On Hold,37.730813,-122.427508,39145,Foundation Work permit at 4784 Geary Blvd
BLD202409-9217,2024-09-09,Bernal Heights,Alteration,Approved,37.7373,-122.420877,133149,Alteration permit at 380 Mission St
BLD202409-4687,2024-09-24,Bernal Heights,Roof,Approved,37.734852,-122.407687,40420,Roof permit at 4441 Columbus Ave
BLD202409-6037,2024-09-09,Bernal Heights,Mechanical,Completed,37.734855,-122.403667,54132,Mechanical permit at 4926 Irving St
BLD202409-2556,2024-09-22,Bernal Heights,Repair,Approved,37.764079,-122.406935,29101,Repair permit at 584 Van Ness Ave
BLD202409-9569,2024-09-27,Bernal Heights,Repair,Completed,37.746635,-122.399015,55455,Repair permit at 6544 Taraval St
BLD202409-8696,2024-09-21,Bernal Heights,Repair,Completed,37.741738,-122.416855,47049,Repair permit at 7839 Geary Blvd
BLD202006-7554,2020-06-10,Chinatown,ADU Construction,Issued,37.792077,-122.409458,126069,ADU Construction permit at 4870 Taraval St
BLD202006-7152,2020-06-07,Chinatown,Window Replacement,Withdrawn,37.779929,-122.407072,24996,Window Replacement permit at 7269 Columbus Ave
BLD202006-8419,2020-06-16,Chinatown,Demolition,Completed,37.800731,-122.408263,29038,Demolition permit at 4444 Geary Blvd
BLD202006-8022,2020-06-02,Chinatown,HVAC Installation,Under Review,37.801712,-122.411142,27141,HVAC Installation permit at 4675 Divisadero St
BLD202006-1702,2020-06-05,Chinatown,Plumbing,Under Review,37.800272,-122.417827,33797,Plumbing permit at 4616 Van Ness Ave
BLD202006-4895,2020-06-18,Chinatown,Roof,Approved,37.801731,-122.420409,29226,Roof permit at 3883 Taraval St
BLD202006-1812,2020-06-16,Chinatown,Repair,Expired,37.798343,-122.408681,24296,Repair permit at 549 Mission St
BLD202006-1572,2020-06-18,Chinatown,Mechanical,Completed,37.780513,-122.40999,23099,Mechanical permit at 4462 Columbus Ave
BLD202006-4089,2020-06-14,Chinatown,Addition,Issued,37.802489,-122.405529,79710,Addition permit at 3497 Columbus Ave
BLD202006-5677,2020-06-21,Chinatown,Alteration,Expired,37.787413,-122.412143,101918,Alteration permit at 5352 Valencia St
BLD202006-6091,2020-06-13,Chinatown,Electrical,Under Review,37.793274,-122.43077,17294,Electrical permit at 3617 Valencia St
BLD202006-5240,2020-06-15,Chinatown,Mechanical,Approved,37.781611,-122.410193,28504,Mechanical permit at 7766 Taraval St
BLD202006-6916,2020-06-08,Chinatown,Mechanical,Completed,37.796426,-122.399376,23031,Mechanical permit at 7361 Irving St
BLD202006-5310,2020-06-09,Chinatown,New Construction,Approved,37.788973,-122.399995,191672,New Construction permit at 4854 Geary Blvd
BLD202006-8241,2020-06-13,Chinatown,Addition,Withdrawn,37.799223,-122.418118,95545,Addition permit at 4094 Columbus Ave
BLD202006-8814,2020-06-11,Chinatown,Roof,Expired,37.786644,-122.414625,22978,Roof permit at 1676 Van Ness Ave
BLD202006-6699,2020-06-02,Chinatown,Seismic Retrofit,Issued,37.791387,-122.407576,39866,Seismic Retrofit permit at 3011 Mission St
