date,neighborhood,population,median_income,unemployment_rate,poverty_rate,renters_pct,foreclosure_rate,tax_delinquency_rate,crime_rate_per_1k,permits_count,permits_valuation_total,code_violations,vacancy_rate,pm25_aqi,311_requests,tree_canopy_pct,median_home_value
2021-11,Castro,21380,145739.0,5.9,7.2,58.5,0.46,1.2,5.8,54,6631697,89,3.7,21,820,14.4,1949179
2021-12,Castro,21352,146624.0,6.0,7.6,58.5,0.38,1.3,7.0,43,5442357,78,3.6,30,972,14.6,1988242
2022-01,Castro,21345,146461.0,4.5,7.7,58.0,0.3,1.1,7.8,56,6903238,72,4.5,26,906,14.5,1957384
2022-02,Castro,21435,145993.0,5.2,8.2,57.8,0.31,1.3,9.0,59,7197343,85,3.8,30,941,14.7,1953129
2022-03,Castro,21370,146564.0,5.6,6.8,59.4,0.44,1.4,8.3,81,9913495,93,3.7,29,818,14.4,1985756
2022-04,Castro,21414,148052.0,4.5,8.0,59.7,0.32,1.7,8.8,88,10883730,91,3.7,26,877,14.5,2008799
2022-05,Castro,21400,147562.0,4.9,7.6,57.9,0.49,1.2,9.3,105,13017193,76,3.7,21,794,14.5,2002801
2022-06,Castro,21439,146884.0,4.8,6.7,58.6,0.5,1.6,8.6,113,14118697,84,4.2,28,780,14.4,1995887
2022-07,Castro,21392,149496.0,5.1,8.0,58.2,0.33,1.0,7.1,110,13723018,90,4.0,28,954,14.5,2047521
2022-08,Castro,21370,148527.0,5.3,7.5,57.2,0.37,1.5,7.0,97,11881344,73,4.1,61,907,14.5,2031299
2022-09,Castro,21392,147079.0,4.4,7.7,58.5,0.3,1.0,6.5,77,9568241,99,3.3,44,836,14.6,1995608
2022-10,Castro,21489,148443.0,5.0,7.3,58.2,0.47,1.1,6.2,61,7501302,107,4.1,64,907,14.4,2052541
2022-11,Castro,21267,147788.0,4.9,7.7,58.5,0.35,1.3,5.7,44,5523987,88,4.5,26,876,14.5,2042457
2022-12,Castro,21445,149010.0,5.0,7.9,58.7,0.3,1.0,6.6,55,6962418,70,3.6,36,962,14.6,2045584
2023-01,Castro,21475,148278.0,5.4,7.5,58.5,0.17,0.9,7.4,53,6466859,70,4.1,32,1013,14.6,2034464
2023-02,Castro,21378,150947.0,5.1,7.5,59.6,0.22,1.5,9.1,62,7865335,71,3.8,31,1055,14.6,2103346
2023-03,Castro,21393,150720.0,5.0,7.8,58.5,0.41,1.4,8.0,74,9286895,64,4.2,34,863,14.4,2102465
2023-04,Castro,21499,149925.0,5.2,7.5,58.7,0.35,1.3,9.4,107,13230981,80,3.6,37,821,14.4,2088609
2023-05,Castro,21485,150685.0,5.1,7.6,59.1,0.28,1.3,8.5,102,12752115,92,4.1,33,858,14.6,2089237
2023-06,Castro,21383,150466.0,5.1,7.5,58.3,0.33,1.9,8.7,114,14253248,76,3.9,31,752,14.3,2092420
2023-07,Castro,21410,150279.0,5.5,6.6,58.0,0.52,1.3,7.9,118,14697107,80,3.9,20,832,14.6,2106035
2023-08,Castro,21431,150396.0,4.9,8.0,58.2,0.39,1.3,7.5,101,12515493,69,4.1,54,825,14.6,2108733
2023-09,Castro,21404,151805.0,4.9,8.1,58.0,0.43,1.6,5.5,78,9934630,92,3.9,43,895,14.6,2119588
2023-10,Castro,21342,151497.0,5.2,7.2,58.7,0.29,0.9,5.8,64,8020308,69,3.4,47,890,14.6,2143257
2023-11,Castro,21362,150372.0,5.2,7.7,58.6,0.16,1.1,6.2,54,6836778,82,4.1,30,880,14.5,2120811
2023-12,Castro,21390,151854.0,5.2,7.5,58.6,0.5,1.4,6.4,52,6411578,70,4.1,32,954,14.5,2139474
2024-01,Castro,21380,152971.0,5.3,7.3,58.1,0.23,1.6,7.8,49,6269759,80,3.9,32,978,14.5,2167214
2024-02,Castro,21380,152953.0,5.6,6.9,57.6,0.16,1.3,7.9,65,8234219,65,3.4,31,1022,14.5,2153835
2024-03,Castro,21430,153795.0,5.1,6.9,58.4,0.23,1.5,8.8,72,9106554,85,3.9,28,787,14.6,2180272
2024-04,Castro,21299,152408.0,5.4,7.1,59.3,0.41,1.4,8.9,96,12089263,78,4.1,25,789,14.4,2192155
2024-05,Castro,21434,153333.0,4.7,7.6,58.3,0.39,1.1,8.9,107,13476749,88,3.5,32,883,14.4,2181201
2024-06,Castro,21397,153568.0,5.0,7.5,59.3,0.31,1.0,8.6,122,15506916,70,3.9,24,879,14.4,2194450
2024-07,Castro,21359,153662.0,5.0,7.4,58.4,0.27,1.4,7.5,104,13414525,85,3.9,37,937,14.5,2206819
2024-08,Castro,21361,153646.0,5.0,7.4,58.6,0.42,1.3,6.1,92,11613094,78,4.3,37,828,14.6,2204815
2024-09,Castro,21434,153913.0,5.1,7.2,58.7,0.21,1.2,6.3,83,10686675,77,4.4,45,915,14.6,2207209
2024-10,Castro,21427,154252.0,5.2,7.2,58.2,0.5,1.3,6.4,64,8302725,74,3.8,77,826,14.7,2234706
2024-11,Castro,21405,152749.0,5.1,7.3,59.0,0.52,1.2,6.6,56,7184323,86,3.4,29,789,14.5,2218574
2024-12,Castro,21429,155962.0,5.2,6.6,57.1,0.38,1.3,6.2,40,5045772,79,4.2,30,1098,14.4,2268656
2025-01,Castro,21417,155769.0,4.9,7.8,58.5,0.3,1.3,7.4,55,6915679,80,4.1,30,1085,14.6,2261734
2025-02,Castro,21426,155631.0,5.2,6.3,58.2,0.22,1.6,8.2,64,8269877,85,3.6,29,1001,14.3,2257655
2025-03,Castro,21407,155457.0,4.6,7.8,58.3,0.37,1.4,8.4,84,10692468,72,4.1,37,883,14.6,2261101
2025-04,Castro,21337,157323.0,5.7,8.0,58.2,0.25,1.1,8.1,98,12769411,79,4.1,36,824,14.7,2318250
2025-05,Castro,21411,155509.0,5.3,7.1,57.8,0.49,1.5,8.9,103,13035778,82,3.8,28,899,14.6,2290208
2025-06,Castro,21369,156006.0,5.3,7.4,59.2,0.41,1.7,8.5,120,15328022,81,4.2,38,882,14.5,2302240
2025-07,Castro,21310,155182.0,5.3,7.2,58.7,0.37,1.4,7.1,112,14389616,93,4.6,31,857,14.3,2275646
2025-08,Castro,21411,157918.0,4.9,7.6,58.4,0.35,1.3,6.5,97,12338529,78,3.8,47,868,14.6,2328323
2025-09,Castro,21471,157707.0,5.0,7.0,58.6,0.42,1.6,6.8,79,10169217,87,4.3,69,847,14.4,2317724
2025-10,Castro,21436,157729.0,4.7,7.2,58.7,0.25,1.5,5.8,72,9224907,70,3.8,53,829,14.5,2336048
2025-11,Castro,21414,157586.0,4.5,7.4,58.4,0.53,1.1,5.3,57,7375843,71,3.5,37,918,14.3,2330817
2025-12,Castro,21507,157432.0,4.9,7.0,57.8,0.19,1.5,5.8,50,6524466,66,3.7,36,1048,14.4,2349805
2018-01,Noe Valley,23516,162269.0,4.3,5.0,38.6,0.33,1.1,3.0,47,6181409,65,3.5,21,978,18.6,1953763
2018-02,Noe Valley,23460,162140.0,4.9,4.5,38.8,0.18,0.7,3.6,71,9299425,70,3.3,28,936,18.6,1940721
2018-03,Noe Valley,23524,160843.0,4.3,6.0,38.3,0.22,0.9,4.2,79,10193729,98,3.6,20,889,18.7,1931810
2018-04,Noe Valley,23411,163466.0,4.5,4.2,39.4,0.3,1.2,5.2,96,12749681,64,3.1,27,830,18.6,1973020
2018-05,Noe Valley,23516,163164.0,4.3,5.5,38.6,0.09,1.0,4.7,113,14957930,64,3.8,22,834,18.8,1967316
2018-06,Noe Valley,23422,162622.0,4.6,4.6,38.7,0.43,1.0,3.3,122,16113658,79,3.8,31,862,18.8,1966132
2018-07,Noe Valley,23514,163511.0,4.5,4.4,38.4,0.25,0.8,3.3,111,14584268,71,3.2,22,832,18.5,2002051
2018-08,Noe Valley,23473,164480.0,5.0,5.0,38.2,0.43,1.0,3.3,108,14260669,71,3.7,40,816,18.7,2012572
2018-09,Noe Valley,23464,163987.0,4.6,5.5,38.8,0.31,0.9,3.4,79,10444295,49,3.8,64,849,18.6,2010206
2018-10,Noe Valley,23534,165829.0,4.5,5.2,39.1,0.2,0.8,3.7,73,9739699,55,3.6,46,831,18.5,2024316
2018-11,Noe Valley,23361,165914.0,4.4,5.2,38.5,0.24,0.6,2.6,52,6950424,62,4.2,35,849,18.6,2055823
2018-12,Noe Valley,23454,164929.0,4.6,5.5,38.8,0.3,0.8,3.7,54,7113748,54,3.6,33,1064,18.5,2029176
2019-01,Noe Valley,23446,166594.0,4.5,4.7,38.8,0.31,0.6,3.4,64,8569415,71,3.6,31,988,18.6,2060203
2019-02,Noe Valley,23510,165539.0,4.2,4.8,37.5,0.55,1.0,3.8,66,8699093,86,3.2,30,971,18.7,2050036
2019-03,Noe Valley,23379,165516.0,4.2,5.2,39.2,0.17,0.7,4.2,83,11092928,69,3.8,26,821,18.7,2048039
2019-04,Noe Valley,23507,166098.0,4.9,5.0,38.7,0.34,0.8,4.7,105,13845208,85,3.1,26,809,18.6,2083430
2019-05,Noe Valley,23376,165809.0,3.9,5.1,38.6,0.51,0.9,5.0,117,15506278,56,3.7,22,874,18.6,2080916
2019-06,Noe Valley,23446,166865.0,4.6,5.1,38.3,0.39,0.7,3.6,126,16885206,71,4.1,28,877,18.6,2076996
2019-07,Noe Valley,23563,167858.0,4.5,5.5,38.3,0.43,0.4,3.3,120,16046512,72,3.2,39,875,18.6,2100581
2019-08,Noe Valley,23523,169130.0,4.8,6.2,38.0,0.26,0.6,3.6,104,13979586,78,4.0,32,784,18.7,2121073
2019-09,Noe Valley,23432,168448.0,4.2,5.0,38.7,0.29,1.0,2.9,93,12470241,77,3.9,45,708,18.6,2123038
2019-10,Noe Valley,23501,167475.0,4.4,6.1,37.8,0.42,0.8,2.9,67,8880073,76,4.1,62,818,18.5,2120183
2019-11,Noe Valley,23582,167603.0,4.4,4.8,38.3,0.07,0.9,2.7,48,6497792,59,3.5,37,746,18.4,2124444
2019-12,Noe Valley,23532,166683.0,4.7,5.4,37.5,0.43,1.0,3.3,57,7714107,71,3.5,25,975,18.7,2111789
2020-01,Noe Valley,23366,169809.0,4.6,4.9,38.9,0.5,0.3,3.3,49,6660230,72,3.8,27,877,18.6,2163954
2020-02,Noe Valley,23527,167652.0,4.8,4.8,38.7,0.3,0.9,3.8,62,8229218,72,4.4,25,1079,18.8,2136599
2020-03,Noe Valley,23462,168397.0,8.5,4.4,38.5,0.5,0.7,3.4,77,10370703,73,3.7,28,797,18.7,2151601
2020-04,Noe Valley,23494,169589.0,8.9,5.4,38.6,0.5,1.0,4.3,106,14104014,83,3.7,29,827,18.6,2174566
2020-05,Noe Valley,23449,170924.0,8.5,4.9,38.0,0.37,0.9,3.8,111,14876152,77,4.1,24,891,18.6,2194380
2020-06,Noe Valley,23460,168550.0,8.8,4.7,38.1,0.45,0.5,2.6,120,16142351,75,3.6,42,800,18.6,2161159
2020-07,Noe Valley,23487,170826.0,8.9,4.3,38.4,0.39,1.0,3.0,119,16033279,86,3.9,23,759,18.5,2210251
2020-08,Noe Valley,23417,170167.0,8.7,5.0,38.6,0.24,1.0,2.4,102,13802280,71,3.7,43,795,18.6,2186411
2020-09,Noe Valley,23459,171172.0,8.2,5.6,39.1,0.22,1.1,2.4,89,12017503,80,3.8,42,754,18.5,2220272
2020-10,Noe Valley,23512,171714.0,8.5,4.5,38.2,0.46,0.8,2.5,64,8728493,66,4.0,66,789,18.6,2224974
2020-11,Noe Valley,23413,170493.0,8.6,5.2,38.6,0.32,1.1,2.5,60,7937411,31,3.7,22,800,18.6,2235713
2020-12,Noe Valley,23505,171795.0,8.8,5.2,38.3,0.45,0.6,2.9,44,5999888,72,4.2,22,946,18.7,2245227
2021-01,Noe Valley,23495,170962.0,5.4,5.7,38.5,0.28,0.8,3.6,61,8314660,93,3.3,34,910,18.6,2245988
2021-02,Noe Valley,23383,172002.0,5.4,4.7,38.7,0.35,0.8,4.7,70,9520260,59,4.0,31,991,18.5,2250495
2021-03,Noe Valley,23478,170935.0,5.0,4.7,38.8,0.18,0.7,4.5,84,11343871,92,4.0,35,871,18.5,2233584
2021-04,Noe Valley,23433,174093.0,5.4,4.4,38.3,0.22,0.9,5.1,101,13910285,64,3.6,33,779,18.5,2298545
2021-05,Noe Valley,23446,172655.0,5.7,6.1,38.8,0.29,1.0,4.4,118,16083690,74,3.7,31,796,18.6,2266517
2021-06,Noe Valley,23474,174722.0,5.6,5.0,39.4,0.11,0.6,5.5,123,16871149,58,3.8,32,758,18.6,2308056
2021-07,Noe Valley,23503,172494.0,5.9,5.5,38.3,0.22,0.8,3.8,115,15641386,86,3.9,34,832,18.5,2286623
2021-08,Noe Valley,23540,172647.0,5.7,6.2,39.0,0.38,0.9,4.2,101,13848268,77,3.7,74,788,18.6,2295297
2021-09,Noe Valley,23441,174425.0,5.0,5.5,38.5,0.19,0.7,3.3,91,12541106,63,3.4,64,775,18.6,2324534
2021-10,Noe Valley,23509,175340.0,5.2,4.0,38.2,0.42,1.3,4.3,69,9321011,47,3.5,52,879,18.7,2342941
2021-11,Noe Valley,23449,173814.0,5.6,5.3,38.7,0.14,1.0,3.7,52,7040738,77,3.6,37,837,18.6,2325511
2021-12,Noe Valley,23498,174331.0,5.3,5.3,38.9,0.3,1.2,3.5,61,8277007,60,3.1,27,951,18.7,2340122
2022-01,Noe Valley,23436,174961.0,4.4,4.1,38.0,0.17,1.2,4.3,61,8236455,82,4.0,20,938,18.6,2357923
2022-02,Noe Valley,23462,175343.0,4.4,5.0,39.1,0.17,1.1,4.2,66,9168194,80,3.9,23,951,18.7,2362389
2022-03,Noe Valley,23443,176374.0,4.3,5.9,39.3,0.3,1.1,4.9,92,12860982,73,3.6,21,807,18.7,2390181
2022-04,Noe Valley,23523,175670.0,3.9,4.7,38.3,0.21,1.0,6.0,106,14588860,68,3.7,25,820,18.6,2378690
2022-05,Noe Valley,23522,176932.0,4.0,5.3,38.2,0.13,0.6,5.1,118,16170810,75,3.2,30,826,18.7,2416714
2022-06,Noe Valley,23431,176743.0,4.5,5.2,38.6,0.21,0.8,4.0,129,17895844,79,3.6,26,757,18.6,2391332
2022-07,Noe Valley,23593,175776.0,4.6,5.7,38.8,0.26,0.7,3.5,123,17110815,66,3.3,20,767,18.6,2409773
2022-08,Noe Valley,23535,177686.0,4.4,4.7,39.2,0.26,0.4,3.4,102,14107371,76,3.6,53,880,18.5,2443872
2022-09,Noe Valley,23469,177769.0,4.5,5.0,38.7,0.29,0.7,2.9,101,13978921,77,3.2,50,806,18.6,2404563
2022-10,Noe Valley,23511,176819.0,4.6,4.4,38.1,0.22,0.7,3.1,65,8813300,80,3.3,52,851,18.5,2415773
2022-11,Noe Valley,23515,179386.0,4.2,4.9,37.6,0.2,0.9,3.0,56,7681986,71,4.0,24,783,18.7,2476818
2022-12,Noe Valley,23430,178390.0,4.6,4.9,37.3,0.29,1.2,3.8,48,6630035,88,3.9,33,991,18.5,2454275
2023-01,Noe Valley,23502,179408.0,5.0,5.5,37.8,0.27,1.0,4.5,55,7975137,58,3.3,31,1082,18.5,2473131
2023-02,Noe Valley,23560,179142.0,4.4,5.2,38.6,0.35,1.1,4.8,73,10210081,75,3.7,29,1038,18.8,2462508
2023-03,Noe Valley,23508,178743.0,4.4,5.1,38.8,0.23,0.5,4.4,94,12826879,82,3.8,36,804,18.4,2481307
2023-04,Noe Valley,23572,180658.0,4.3,5.0,38.2,0.16,1.1,4.4,103,14343497,55,3.7,35,806,18.4,2517464
2023-05,Noe Valley,23593,179380.0,4.4,5.2,39.3,0.19,0.6,5.2,124,17322165,65,3.9,32,778,18.6,2483097
2023-06,Noe Valley,23544,180067.0,4.4,4.9,38.5,0.33,1.0,4.5,129,18104376,66,3.6,29,840,18.6,2507771
2023-07,Noe Valley,23609,181562.0,4.3,5.2,38.6,0.28,0.9,4.8,123,17309867,81,3.7,30,833,18.6,2537996
2023-08,Noe Valley,23482,180175.0,4.2,4.2,38.1,0.23,0.9,3.6,96,13605865,81,3.8,83,764,18.8,2514368
2023-09,Noe Valley,23524,179957.0,4.5,5.1,38.4,0.31,0.9,3.2,87,12259212,64,3.9,73,731,18.7,2547064
2023-10,Noe Valley,23526,182125.0,4.9,4.8,38.6,0.11,0.9,3.6,75,10686220,63,3.5,83,807,18.6,2561611
2023-11,Noe Valley,23473,183455.0,4.4,4.3,38.3,0.04,0.7,3.0,62,8719749,79,4.1,33,801,18.6,2571346
2023-12,Noe Valley,23508,181267.0,4.7,6.2,38.7,0.04,0.8,3.8,54,7521115,73,3.3,25,1009,18.5,2566488
2024-01,Noe Valley,23447,184198.0,4.3,4.8,38.7,0.19,0.9,4.5,64,9173491,69,3.6,41,1021,18.5,2609155
2024-02,Noe Valley,23500,182605.0,4.2,4.7,39.4,0.3,0.4,5.2,78,10985662,77,3.4,27,1051,18.6,2572477
2024-03,Noe Valley,23514,182949.0,4.9,4.9,38.3,0.35,0.9,4.5,96,13600927,70,3.7,24,787,18.6,2599343
2024-04,Noe Valley,23582,183553.0,4.8,4.9,39.0,0.28,0.9,5.0,104,14795451,70,3.5,35,754,18.6,2625761
2024-05,Noe Valley,23535,183586.0,4.6,5.0,37.7,0.21,1.2,4.6,121,17102805,69,3.5,32,824,18.7,2610875
2024-06,Noe Valley,23503,183717.0,4.7,4.5,39.0,0.36,0.7,4.4,125,17995568,66,4.2,23,764,18.5,2620412
2024-07,Noe Valley,23507,183534.0,4.3,5.4,39.1,0.34,1.0,4.2,120,16916703,74,3.3,25,871,18.8,2635601
2024-08,Noe Valley,23577,184306.0,4.1,5.2,38.8,0.25,0.8,4.2,104,14706559,60,3.7,38,782,18.5,2645776
2024-09,Noe Valley,23448,184950.0,4.9,4.9,39.3,0.38,1.0,3.5,91,13041604,66,3.1,62,755,18.5,2663282
2024-10,Noe Valley,23518,183752.0,4.6,5.3,37.9,0.37,0.6,4.4,70,9945868,51,3.6,58,810,18.5,2641991
2024-11,Noe Valley,23580,185506.0,5.0,4.6,38.3,0.32,0.5,2.8,65,9161751,52,4.2,23,825,18.6,2654333
2024-12,Noe Valley,23511,186226.0,4.6,5.3,38.3,0.31,0.7,3.1,48,6723201,80,3.2,31,963,18.6,2711986
2025-01,Noe Valley,23504,186701.0,4.6,4.8,39.6,0.1,1.1,4.5,57,8333916,52,3.5,23,997,18.5,2715278
2025-02,Noe Valley,23517,185923.0,4.7,4.7,38.0,0.52,0.8,3.5,69,9737625,79,3.7,31,958,18.6,2701623
2025-03,Noe Valley,23523,187521.0,4.6,5.1,38.7,0.33,0.9,5.1,98,14022031,62,3.3,30,721,18.6,2732666
2025-04,Noe Valley,23585,186328.0,4.5,5.4,39.2,0.17,0.9,5.2,112,16008106,83,3.1,27,839,18.6,2735583
2025-05,Noe Valley,23589,187019.0,4.9,4.5,39.0,0.42,1.1,5.0,122,17355281,73,3.3,26,757,18.6,2737397
2025-06,Noe Valley,23543,187019.0,4.9,4.7,38.1,0.27,1.3,4.8,127,18072948,68,3.7,28,731,18.5,2757938
2025-07,Noe Valley,23602,187038.0,4.7,4.2,39.2,0.27,1.1,3.3,127,18226151,79,3.9,30,787,18.7,2748604
2025-08,Noe Valley,23488,187321.0,4.1,4.6,39.1,0.26,0.8,4.2,106,15237531,69,3.9,31,770,18.4,2756487
2025-09,Noe Valley,23593,188052.0,4.4,5.2,39.0,0.23,1.0,2.9,99,14473446,76,3.0,46,847,18.6,2788323
2025-10,Noe Valley,23562,188158.0,4.5,4.4,38.4,0.19,1.1,4.4,67,9460969,68,3.2,55,853,18.7,2784742
2025-11,Noe Valley,23524,187204.0,4.5,4.8,38.8,0.17,0.8,2.7,48,6782039,55,3.8,27,787,18.5,2742010
2025-12,Noe Valley,23610,188490.0,4.4,4.1,39.0,0.26,0.7,3.6,64,9224376,68,3.4,20,973,18.6,2809964
2018-01,Bayview,35565,60875.0,7.8,22.3,62.4,1.47,3.8,14.3,37,3019530,136,6.3,37,1780,14.9,746288
2018-02,Bayview,35718,64111.0,8.3,23.1,62.9,1.62,4.1,16.4,33,2677080,143,5.8,23,1659,15.1,779364
2018-03,Bayview,35758,63115.0,8.3,22.2,61.6,1.44,3.7,17.1,51,4203579,147,5.7,20,1428,15.2,773280
2018-04,Bayview,35652,62816.0,8.0,22.3,63.0,1.42,3.6,17.8,57,4691051,132,5.9,29,1459,15.2,755971
2018-05,Bayview,35686,62607.0,8.0,23.1,62.0,1.48,3.4,17.5,62,5012978,135,5.9,27,1419,15.3,761531
2018-06,Bayview,35654,62259.0,8.5,22.1,62.2,1.42,3.6,16.0,64,5079862,130,6.0,28,1438,15.3,769321
2018-07,Bayview,35668,61981.0,7.7,22.5,62.4,1.45,3.6,14.4,69,5456785,149,5.6,29,1382,15.2,751540
2018-08,Bayview,35681,64188.0,8.0,21.8,62.1,1.55,4.0,13.5,65,5397098,153,5.2,65,1498,15.1,774816
2018-09,Bayview,35642,62093.0,7.8,22.3,62.9,1.59,3.5,11.8,57,4684337,140,5.9,54,1474,15.2,762681
2018-10,Bayview,35609,62237.0,7.8,21.9,62.0,1.43,3.4,12.1,40,3074213,130,5.9,46,1411,15.2,767022
2018-11,Bayview,35614,63580.0,7.7,22.1,62.5,1.43,3.5,12.1,41,3217232,156,5.7,30,1392,15.1,776987
2018-12,Bayview,35634,62924.0,7.8,23.0,61.9,1.5,3.8,12.8,34,2729875,114,6.0,24,1684,15.3,772331
2019-01,Bayview,35733,64449.0,7.8,22.5,62.1,1.71,3.6,15.3,37,3073920,132,5.7,20,1753,15.2,797912
2019-02,Bayview,35540,62080.0,7.7,22.2,62.6,1.47,3.8,15.8,43,3532191,142,5.7,39,1757,15.1,771671
2019-03,Bayview,35727,62854.0,8.3,22.2,61.3,1.52,3.6,17.6,55,4497991,155,5.7,33,1491,15.2,788298
2019-04,Bayview,35660,63126.0,7.6,22.1,62.7,1.6,3.9,17.6,55,4529247,150,6.0,35,1438,15.2,778451
2019-05,Bayview,35688,63573.0,8.0,21.9,62.4,1.41,3.9,17.4,68,5486750,125,6.2,32,1368,15.3,802494
2019-06,Bayview,35698,65357.0,8.0,21.3,62.7,1.51,3.6,16.6,64,5390483,130,5.5,29,1471,15.2,810098
2019-07,Bayview,35667,62730.0,7.9,22.5,62.5,1.57,4.0,14.5,67,5668565,153,5.3,31,1449,15.3,779065
2019-08,Bayview,35651,63294.0,7.8,22.4,61.9,1.42,3.4,13.8,67,5437646,136,5.9,77,1468,15.1,779337
2019-09,Bayview,35638,64151.0,7.8,22.0,62.2,1.38,3.5,13.0,55,4687205,144,5.7,74,1446,15.2,807827
2019-10,Bayview,35548,65787.0,8.1,22.1,62.5,1.5,3.6,12.1,35,2919876,144,5.7,60,1394,15.1,833178
2019-11,Bayview,35730,62415.0,8.1,21.6,62.4,1.35,3.5,12.7,33,2641573,138,5.9,32,1447,15.3,799842
2019-12,Bayview,35717,64449.0,8.2,22.0,63.0,1.58,3.5,12.8,27,2317679,123,5.9,31,1799,15.2,804362
2020-01,Bayview,35650,63321.0,7.8,21.8,61.9,1.63,3.5,12.5,39,3274590,132,5.9,23,1783,15.2,801319
2020-02,Bayview,35637,62134.0,7.6,22.4,62.3,1.47,3.8,13.9,47,3712916,119,6.5,41,1746,15.1,801845
2020-03,Bayview,35694,64600.0,12.2,22.0,61.9,1.45,3.8,14.1,52,4372948,135,5.8,20,1427,15.3,821599
2020-04,Bayview,35677,63781.0,12.3,22.1,62.9,1.31,3.7,14.1,60,4851815,135,6.0,20,1538,15.2,816555
2020-05,Bayview,35746,63476.0,11.8,21.7,63.2,1.48,3.8,13.6,71,5971113,149,5.8,33,1481,15.3,826070
2020-06,Bayview,35757,64910.0,12.2,21.6,62.0,1.46,3.7,12.2,76,5989834,166,6.2,28,1453,15.2,829451
2020-07,Bayview,35712,64999.0,11.9,21.8,61.8,1.49,3.7,11.9,68,5723740,135,5.9,36,1446,15.2,837447
2020-08,Bayview,35765,64995.0,12.3,21.7,62.1,1.55,3.7,11.0,48,3960389,134,5.5,46,1424,15.2,826670
2020-09,Bayview,35720,66728.0,12.0,22.1,63.0,1.61,4.1,9.5,48,4079824,146,6.0,83,1451,15.2,854994
2020-10,Bayview,35812,65132.0,11.9,21.5,62.2,1.41,3.6,8.8,37,3249836,146,6.1,72,1546,15.0,833736
2020-11,Bayview,35666,65109.0,11.9,21.4,62.6,1.49,3.6,8.7,28,2256599,136,5.4,27,1392,15.2,836993
2020-12,Bayview,35664,64377.0,11.9,21.2,63.0,1.53,3.7,10.3,32,2699095,140,6.3,32,1784,15.2,846851
2021-01,Bayview,35668,65337.0,9.1,21.8,62.8,1.15,3.4,15.8,34,2738299,172,5.9,29,1713,15.2,854930
2021-02,Bayview,35714,65450.0,8.9,22.3,63.2,1.07,3.4,18.2,49,4190497,146,6.2,30,1772,15.1,861021
2021-03,Bayview,35776,65417.0,8.7,21.6,62.4,1.11,3.6,20.0,45,3847259,131,5.2,31,1440,15.1,842663
2021-04,Bayview,35710,67093.0,9.1,21.6,62.7,1.04,3.4,18.8,61,5080285,147,6.0,33,1436,15.1,887671
2021-05,Bayview,35737,63837.0,8.7,21.2,62.6,0.96,3.7,19.0,68,5498809,132,5.5,31,1480,15.1,857756
2021-06,Bayview,35696,67867.0,8.8,20.5,62.7,1.07,3.7,17.6,73,6076013,136,6.0,30,1480,15.2,894395
2021-07,Bayview,35655,66075.0,8.0,21.2,62.5,1.1,3.7,16.5,59,4893516,122,5.4,29,1512,15.2,876241
2021-08,Bayview,35712,65843.0,8.8,21.7,61.8,1.1,3.6,15.1,67,5388424,133,5.5,27,1399,15.4,881092
2021-09,Bayview,35810,67497.0,8.7,21.3,62.8,1.08,3.6,12.7,68,5680798,135,5.8,51,1460,15.3,897804
2021-10,Bayview,35657,66615.0,8.8,22.2,63.1,1.05,3.5,12.4,41,3449244,135,5.6,46,1447,15.0,878255
2021-11,Bayview,35684,68097.0,8.7,21.5,62.6,1.17,4.0,13.4,32,2623164,136,5.7,32,1470,15.3,923718
2021-12,Bayview,35810,67123.0,9.3,21.3,63.1,1.15,3.9,14.7,28,2200265,138,6.2,28,1785,15.3,897242
2022-01,Bayview,35783,64202.0,7.6,21.0,62.1,1.07,3.8,16.5,36,2860627,127,5.9,26,1665,15.3,876827
2022-02,Bayview,35796,67411.0,8.1,22.1,62.2,1.15,3.8,18.4,42,3645250,141,5.3,37,1697,15.3,907156
2022-03,Bayview,35778,68461.0,8.1,21.6,62.7,0.84,3.7,18.5,53,4349911,127,6.3,35,1453,15.2,921612
2022-04,Bayview,35748,66763.0,8.3,21.2,62.3,1.04,3.6,19.7,60,5049742,151,5.6,29,1475,15.2,907860
2022-05,Bayview,35749,68632.0,7.8,20.9,62.3,0.94,3.8,18.5,82,7043508,139,6.0,21,1578,15.1,929327
2022-06,Bayview,35629,68149.0,7.6,21.4,62.2,0.93,3.6,18.0,67,5558102,145,6.6,32,1401,15.2,926377
2022-07,Bayview,35705,68676.0,8.0,21.8,62.3,1.17,3.7,15.8,82,6733204,131,5.6,42,1540,15.3,931945
2022-08,Bayview,35845,68255.0,8.3,21.4,62.5,1.02,3.7,15.0,65,5465139,154,4.9,62,1492,15.3,930960
2022-09,Bayview,35735,68987.0,8.4,21.1,62.6,1.21,3.3,13.1,60,5178856,144,5.7,41,1422,15.4,937420
2022-10,Bayview,35730,67358.0,8.2,21.0,62.5,0.87,3.4,13.0,35,3139269,118,5.5,55,1433,15.1,913833
2022-11,Bayview,35676,67939.0,8.5,21.3,63.1,1.09,3.9,12.1,32,2817743,133,6.3,37,1425,15.1,923325
2022-12,Bayview,35695,67105.0,8.1,20.5,62.8,1.1,3.4,15.4,33,2832194,131,6.0,35,1735,15.4,924416
2023-01,Bayview,35785,68745.0,8.1,20.3,62.7,0.97,3.5,17.2,33,2683963,135,5.4,37,1709,15.3,962226
