id,date,neighborhood,category,resolution,lat,lng,description
180000866,2024-01-18 03:58:00,Glen Park,Shoplifting,Open,37.716896,-122.450124,Incident #180000866
180000867,2024-01-04 13:21:00,Glen Park,Larceny/Theft,Open,37.73447,-122.434218,Incident #180000867
180000868,2024-01-19 02:13:00,Glen Park,Trespass,Open,37.739674,-122.436222,Incident #180000868
180000869,2024-01-18 01:29:00,Glen Park,Shoplifting,Unfounded,37.729891,-122.430118,Incident #180000869
180000870,2024-01-16 03:12:00,Glen Park,Disorderly Conduct,Open,37.747833,-122.442448,Incident #180000870
180000871,2024-01-06 18:10:00,Glen Park,Burglary,Unfounded,37.738999,-122.425244,Incident #180000871
180000872,2024-01-27 13:44:00,Glen Park,Disorderly Conduct,Unfounded,37.730813,-122.435072,Incident #180000872
180000873,2024-01-11 03:03:00,Glen Park,Burglary,Open,37.741245,-122.427021,Incident #180000873
180000874,2024-01-15 01:04:00,Glen Park,Drug Offense,Open,37.734814,-122.428073,Incident #180000874
180000875,2024-01-21 08:50:00,Glen Park,Shoplifting,Exceptional Clearance,37.728838,-122.442803,Incident #180000875
180000876,2023-09-05 01:41:00,Castro,Shoplifting,Exceptional Clearance,37.752568,-122.448041,Incident #180000876
180000877,2023-09-20 06:18:00,Castro,Fraud,Open,37.749251,-122.424441,Incident #180000877
180000878,2023-09-23 05:12:00,Castro,Trespass,Open,37.744029,-122.436466,Incident #180000878
180000879,2023-09-26 22:43:00,Castro,Fraud,Cite or Arrest Adult,37.758174,-122.429496,Incident #180000879
180000880,2023-09-29 10:42:00,Castro,Disorderly Conduct,Arrest Made,37.77784,-122.441506,Incident #180000880
180000881,2023-09-19 08:47:00,Castro,Vandalism,Cite or Arrest Adult,37.772314,-122.439609,Incident #180000881
180000882,2023-09-10 06:12:00,Castro,Motor Vehicle Theft,Open,37.783673,-122.423635,Incident #180000882
180000883,2023-09-27 12:07:00,Castro,Motor Vehicle Theft,Open,37.745209,-122.441045,Incident #180000883
180000884,2023-09-06 15:07:00,Castro,Public Intoxication,Arrest Made,37.755118,-122.434893,Incident #180000884
180000885,2023-09-22 14:02:00,Castro,Weapons Offense,Open,37.772324,-122.420611,Incident #180000885
180000886,2023-09-08 11:33:00,Castro,Shoplifting,Arrest Made,37.76046,-122.413694,Incident #180000886
180000887,2023-09-24 18:01:00,Castro,Trespass,Cite or Arrest Adult,37.761952,-122.436391,Incident #180000887
180000888,2023-09-14 14:08:00,Castro,Burglary,Arrest Made,37.762079,-122.441964,Incident #180000888
180000889,2023-09-04 05:15:00,Castro,Burglary,Arrest Made,37.791297,-122.433174,Incident #180000889
180000890,2023-09-03 19:04:00,Castro,Burglary,Open,37.754015,-122.429452,Incident #180000890
180000891,2023-09-13 22:50:00,Castro,Burglary,Exceptional Clearance,37.75777,-122.455523,Incident #180000891
180000892,2023-09-12 09:20:00,Castro,Public Intoxication,Arrest Made,37.764877,-122.435578,Incident #180000892
180000893,2023-09-26 08:11:00,Castro,Burglary,Open,37.774974,-122.447539,Incident #180000893
180000894,2023-09-25 05:20:00,Castro,Larceny/Theft,Unfounded,37.738056,-122.409311,Incident #180000894
180000895,2023-09-07 13:35:00,Castro,Fraud,Cite or Arrest Adult,37.765469,-122.427489,Incident #180000895
180000896,2023-09-15 07:04:00,Castro,Robbery,Exceptional Clearance,37.751873,-122.434057,Incident #180000896
180000897,2023-09-28 23:25:00,Castro,Larceny/Theft,Unfounded,37.750402,-122.423117,Incident #180000897
180000898,2023-09-10 09:13:00,Castro,Burglary,Cite or Arrest Adult,37.761269,-122.434679,Incident #180000898
180000899,2020-08-11 20:26:00,Bernal Heights,Burglary,Open,37.733709,-122.398464,Incident #180000899
180000900,2020-08-23 00:34:00,Bernal Heights,Assault,Not Prosecuted,37.733293,-122.41931,Incident #180000900
180000901,2020-08-23 08:31:00,Bernal Heights,Trespass,Exceptional Clearance,37.735637,-122.446007,Incident #180000901
180000902,2020-08-19 11:46:00,Bernal Heights,Fraud,Complainant Refuses to Prosecute,37.743259,-122.422,Incident #180000902
180000903,2020-08-29 10:17:00,Bernal Heights,Drug Offense,Cite or Arrest Adult,37.734083,-122.409808,Incident #180000903
180000904,2020-08-22 07:14:00,Bernal Heights,Vandalism,Complainant Refuses to Prosecute,37.735581,-122.398685,Incident #180000904
180000905,2020-08-21 08:04:00,Bernal Heights,Disorderly Conduct,Open,37.7303,-122.414337,Incident #180000905
180000906,2020-08-28 01:35:00,Bernal Heights,Motor Vehicle Theft,Exceptional Clearance,37.74584,-122.419391,Incident #180000906
180000907,2020-08-11 19:09:00,Bernal Heights,Robbery,Arrest Made,37.734805,-122.418764,Incident #180000907
180000908,2020-08-07 03:40:00,Bernal Heights,Shoplifting,Cite or Arrest Adult,37.721605,-122.439121,Incident #180000908
180000909,2020-08-25 23:22:00,Bernal Heights,Drug Offense,Not Prosecuted,37.730438,-122.395458,Incident #180000909
180000910,2020-08-17 17:29:00,Bernal Heights,Robbery,Open,37.762031,-122.410986,Incident #180000910
180000911,2020-08-07 23:35:00,Bernal Heights,Vandalism,Not Prosecuted,37.747196,-122.409868,Incident #180000911
180000912,2020-08-28 09:17:00,Bernal Heights,Robbery,Open,37.741262,-122.396783,Incident #180000912
180000913,2020-08-31 13:57:00,Bernal Heights,Larceny/Theft,Unfounded,37.741903,-122.423675,Incident #180000913
180000914,2020-08-17 03:09:00,Bernal Heights,Fraud,Not Prosecuted,37.745483,-122.407376,Incident #180000914
180000915,2020-08-29 00:32:00,Bernal Heights,Vandalism,Open,37.750294,-122.420632,Incident #180000915
180000916,2020-08-05 01:14:00,Bernal Heights,Trespass,Arrest Made,37.723399,-122.395568,Incident #180000916
180000917,2025-01-19 10:06:00,Bayview,Motor Vehicle Theft,Open,37.721882,-122.385257,Incident #180000917
180000918,2025-01-05 15:56:00,Bayview,Shoplifting,Open,37.720336,-122.386995,Incident #180000918
180000919,2025-01-13 23:04:00,Bayview,Fraud,Cite or Arrest Adult,37.708424,-122.366318,Incident #180000919
180000920,2025-01-05 23:30:00,Bayview,Drug Offense,Open,37.727292,-122.383577,Incident #180000920
180000921,2025-01-05 19:30:00,Bayview,Fraud,Cite or Arrest Adult,37.721813,-122.367197,Incident #180000921
180000922,2025-01-11 15:22:00,Bayview,Assault,Unfounded,37.748686,-122.379583,Incident #180000922
180000923,2025-01-18 06:44:00,Bayview,Fraud,Open,37.721465,-122.383755,Incident #180000923
180000924,2025-01-09 19:48:00,Bayview,Fraud,Cite or Arrest Adult,37.73104,-122.378826,Incident #180000924
180000925,2025-01-02 03:44:00,Bayview,Trespass,Cite or Arrest Adult,37.710697,-122.373699,Incident #180000925
180000926,2025-01-16 19:05:00,Bayview,Larceny/Theft,Cite or Arrest Adult,37.734626,-122.369096,Incident #180000926
180000927,2025-01-03 04:23:00,Bayview,Fraud,Arrest Made,37.724807,-122.376456,Incident #180000927
180000928,2025-01-10 07:56:00,Bayview,Public Intoxication,Arrest Made,37.721051,-122.386242,Incident #180000928
180000929,2025-01-13 12:20:00,Bayview,Shoplifting,Open,37.716043,-122.384457,Incident #180000929
180000930,2025-01-26 09:20:00,Bayview,Disorderly Conduct,Arrest Made,37.723595,-122.377685,Incident #180000930
180000931,2025-01-26 17:13:00,Bayview,Assault,Not Prosecuted,37.72287,-122.392952,Incident #180000931
180000932,2025-01-10 11:07:00,Bayview,Drug Offense,Arrest Made,37.727685,-122.375791,Incident #180000932
180000933,2025-01-28 07:33:00,Bayview,Fraud,Unfounded,37.728679,-122.384082,Incident #180000933
180000934,2025-01-19 01:20:00,Bayview,Robbery,Cite or Arrest Adult,37.731055,-122.379636,Incident #180000934
180000935,2025-01-11 02:35:00,Bayview,Drug Offense,Arrest Made,37.721906,-122.387515,Incident #180000935
180000936,2025-01-07 05:06:00,Bayview,Vandalism,Open,37.71843,-122.395985,Incident #180000936
180000937,2025-01-24 04:36:00,Bayview,Shoplifting,Open,37.72885,-122.382182,Incident #180000937
180000938,2025-01-09 22:47:00,Bayview,Robbery,Exceptional Clearance,37.734287,-122.365866,Incident #180000938
180000939,2025-01-05 08:25:00,Bayview,Assault,Arrest Made,37.737828,-122.379699,Incident #180000939
180000940,2025-01-23 16:47:00,Bayview,Robbery,Unfounded,37.739308,-122.373659,Incident #180000940
180000941,2025-01-13 22:14:00,Bayview,Motor Vehicle Theft,Arrest Made,37.740988,-122.381923,Incident #180000941
180000942,2025-01-11 16:19:00,Bayview,Assault,Not Prosecuted,37.73928,-122.384073,Incident #180000942
180000943,2025-01-29 05:57:00,Bayview,Disorderly Conduct,Unfounded,37.744856,-122.38328,Incident #180000943
180000944,2025-01-21 22:25:00,Bayview,Assault,Open,37.730301,-122.377719,Incident #180000944
180000945,2025-01-06 21:27:00,Bayview,Vandalism,Not Prosecuted,37.711706,-122.37941,Incident #180000945
180000946,2025-01-21 03:37:00,Bayview,Disorderly Conduct,Open,37.74071,-122.399925,Incident #180000946
180000947,2025-01-19 22:18:00,Bayview,Shoplifting,Not Prosecuted,37.71276,-122.38602,Incident #180000947
180000948,2025-01-06 10:31:00,Bayview,Larceny/Theft,Cite or Arrest Adult,37.716807,-122.379731,Incident #180000948
180000949,2025-01-01 14:28:00,Bayview,Disorderly Conduct,Exceptional Clearance,37.724556,-122.376555,Incident #180000949
180000950,2025-01-14 00:14:00,Bayview,Assault,Not Prosecuted,37.71406,-122.400677,Incident #180000950
180000951,2025-01-11 22:24:00,Bayview,Disorderly Conduct,Arrest Made,37.728095,-122.383658,Incident #180000951
180000952,2025-01-30 16:28:00,Bayview,Shoplifting,Open,37.710671,-122.362475,Incident #180000952
180000953,2025-01-13 11:15:00,Bayview,Motor Vehicle Theft,Unfounded,37.72212,-122.383531,Incident #180000953
180000954,2025-01-17 22:39:00,Bayview,Vandalism,Unfounded,37.746925,-122.387222,Incident #180000954
180000955,2025-01-20 08:32:00,Bayview,Public Intoxication,Unfounded,37.734474,-122.392489,Incident #180000955
180000956,2025-01-08 20:10:00,Bayview,Public Intoxication,Exceptional Clearance,37.728957,-122.39279,Incident #180000956
180000957,2025-01-16 03:37:00,Bayview,Shoplifting,Cite or Arrest Adult,37.728425,-122.371256,Incident #180000957
180000958,2025-01-05 19:29:00,Bayview,Vandalism,Open,37.714369,-122.37884,Incident #180000958
180000959,2025-01-08 08:28:00,Bayview,Motor Vehicle Theft,Open,37.728656,-122.391615,Incident #180000959
180000960,2025-01-18 01:29:00,Bayview,Drug Offense,Unfounded,37.722742,-122.376949,Incident #180000960
180000961,2025-01-28 04:36:00,Bayview,Trespass,Exceptional Clearance,37.734437,-122.377217,Incident #180000961
180000962,2025-01-06 13:10:00,Bayview,Trespass,Arrest Made,37.728541,-122.389783,Incident #180000962
180000963,2025-01-05 04:05:00,Bayview,Public Intoxication,Arrest Made,37.741753,-122.385529,Incident #180000963
180000964,2025-01-13 14:38:00,Bayview,Motor Vehicle Theft,Arrest Made,37.73778,-122.370341,Incident #180000964
180000965,2025-01-22 02:07:00,Bayview,Motor Vehicle Theft,Open,37.712653,-122.392702,Incident #180000965
180000966,2025-01-18 11:07:00,Bayview,Larceny/Theft,Open,37.713976,-122.378953,Incident #180000966
180000967,2025-01-06 18:34:00,Bayview,Shoplifting,Arrest Made,37.732497,-122.380918,Incident #180000967
180000968,2025-01-17 00:24:00,Bayview,Trespass,Cite or Arrest Adult,37.705308,-122.3765,Incident #180000968
180000969,2025-01-04 08:36:00,Bayview,Burglary,Exceptional Clearance,37.731088,-122.382536,Incident #180000969
180000970,2025-01-22 03:08:00,Bayview,Assault,Not Prosecuted,37.737399,-122.378697,Incident #180000970
180000971,2025-01-01 02:14:00,Bayview,Motor Vehicle Theft,Exceptional Clearance,37.715144,-122.3952,Incident #180000971
180000972,2025-01-31 17:14:00,Bayview,Burglary,Open,37.707203,-122.378791,Incident #180000972
180000973,2025-01-18 10:50:00,Bayview,Drug Offense,Exceptional Clearance,37.725639,-122.401149,Incident #180000973
180000974,2025-01-11 06:39:00,Bayview,Vandalism,Cite or Arrest Adult,37.73164,-122.391949,Incident #180000974
180000975,2025-01-05 07:48:00,Bayview,Shoplifting,Open,37.732821,-122.368642,Incident #180000975
180000976,2025-01-22 03:25:00,Bayview,Motor Vehicle Theft,Arrest Made,37.728033,-122.389153,Incident #180000976
180000977,2025-01-15 01:08:00,Bayview,Larceny/Theft,Open,37.723137,-122.401123,Incident #180000977
180000978,2025-01-19 07:30:00,Bayview,Motor Vehicle Theft,Open,37.703363,-122.375684,Incident #180000978
180000979,2025-01-04 01:44:00,Bayview,Drug Offense,Cite or Arrest Adult,37.748356,-122.388117,Incident #180000979
180000980,2025-01-23 22:47:00,Bayview,Shoplifting,Arrest Made,37.716128,-122.385199,Incident #180000980
180000981,2020-02-24 15:37:00,Financial District,Burglary,Cite or Arrest Adult,37.790676,-122.414355,Incident #180000981
180000982,2020-02-18 21:44:00,Financial District,Motor Vehicle Theft,Open,37.796262,-122.405454,Incident #180000982
180000983,2020-02-24 04:03:00,Financial District,Disorderly Conduct,Unfounded,37.801295,-122.393733,Incident #180000983
180000984,2020-02-14 23:52:00,Financial District,Weapons Offense,Cite or Arrest Adult,37.784048,-122.386722,Incident #180000984
180000985,2020-02-16 22:14:00,Financial District,Weapons Offense,Complainant Refuses to Prosecute,37.774416,-122.408335,Incident #180000985
180000986,2020-02-04 16:09:00,Financial District,Public Intoxication,Complainant Refuses to Prosecute,37.801119,-122.418495,Incident #180000986
180000987,2020-02-26 07:06:00,Financial District,Shoplifting,Complainant Refuses to Prosecute,37.80555,-122.403399,Incident #180000987
180000988,2020-02-01 14:11:00,Financial District,Shoplifting,Open,37.801127,-122.390253,Incident #180000988
180000989,2020-02-01 03:46:00,Financial District,Vandalism,Open,37.802511,-122.415203,Incident #180000989
180000990,2020-02-16 21:27:00,Financial District,Burglary,Arrest Made,37.781356,-122.390174,Incident #180000990
180000991,2020-02-19 18:28:00,Financial District,Public Intoxication,Arrest Made,37.798342,-122.393935,Incident #180000991
180000992,2020-02-01 19:45:00,Financial District,Assault,Exceptional Clearance,37.802118,-122.389828,Incident #180000992
180000993,2020-02-05 03:43:00,Financial District,Larceny/Theft,Exceptional Clearance,37.806306,-122.414445,Incident #180000993
180000994,2020-02-11 12:48:00,Financial District,Weapons Offense,Arrest Made,37.796305,-122.404977,Incident #180000994
180000995,2020-02-06 20:55:00,Financial District,Shoplifting,Not Prosecuted,37.798671,-122.397068,Incident #180000995
180000996,2020-02-01 09:52:00,Financial District,Fraud,Cite or Arrest Adult,37.799055,-122.382499,Incident #180000996
180000997,2020-02-08 02:32:00,Financial District,Motor Vehicle Theft,Unfounded,37.783104,-122.406268,Incident #180000997
180000998,2020-02-08 15:39:00,Financial District,Vandalism,Open,37.814632,-122.408674,Incident #180000998
180000999,2020-02-18 12:13:00,Financial District,Drug Offense,Arrest Made,37.798828,-122.390477,Incident #180000999
180001000,2024-01-11 10:13:00,Potrero Hill,Weapons Offense,Open,37.766519,-122.39398,Incident #180001000
180001001,2024-01-24 23:00:00,Potrero Hill,Weapons Offense,Open,37.765674,-122.402683,Incident #180001001
180001002,2024-01-16 03:48:00,Potrero Hill,Shoplifting,Arrest Made,37.751714,-122.3813,Incident #180001002
180001003,2024-01-07 02:27:00,Potrero Hill,Assault,Not Prosecuted,37.765011,-122.395795,Incident #180001003
180001004,2024-01-31 01:50:00,Potrero Hill,Public Intoxication,Arrest Made,37.752171,-122.404906,Incident #180001004
180001005,2024-01-12 00:44:00,Potrero Hill,Drug Offense,Unfounded,37.748502,-122.38302,Incident #180001005
180001006,2024-01-08 17:32:00,Potrero Hill,Weapons Offense,Open,37.769742,-122.390087,Incident #180001006
180001007,2024-01-10 23:00:00,Potrero Hill,Burglary,Exceptional Clearance,37.75255,-122.393364,Incident #180001007
180001008,2024-01-29 21:21:00,Potrero Hill,Robbery,Open,37.765054,-122.407712,Incident #180001008
180001009,2024-01-10 18:49:00,Potrero Hill,Vandalism,Unfounded,37.773726,-122.389018,Incident #180001009
180001010,2024-01-01 18:36:00,Potrero Hill,Vandalism,Exceptional Clearance,37.744574,-122.398428,Incident #180001010
180001011,2024-01-20 05:03:00,Potrero Hill,Shoplifting,Unfounded,37.752547,-122.385052,Incident #180001011
180001012,2024-01-10 23:54:00,Potrero Hill,Fraud,Open,37.758994,-122.397014,Incident #180001012
180001013,2024-01-09 14:20:00,Potrero Hill,Larceny/Theft,Arrest Made,37.77015,-122.375098,Incident #180001013
180001014,2024-01-29 05:08:00,Potrero Hill,Vandalism,Open,37.759458,-122.393531,Incident #180001014
180001015,2024-01-04 15:58:00,Potrero Hill,Shoplifting,Not Prosecuted,37.765948,-122.403187,Incident #180001015
180001016,2024-01-29 10:13:00,Potrero Hill,Larceny/Theft,Arrest Made,37.760972,-122.407543,Incident #180001016
180001017,2024-01-25 03:15:00,Potrero Hill,Robbery,Cite or Arrest Adult,37.740851,-122.410651,Incident #180001017
180001018,2024-01-10 03:30:00,Potrero Hill,Shoplifting,Open,37.774239,-122.401648,Incident #180001018
180001019,2024-01-03 20:32:00,Potrero Hill,Fraud,Arrest Made,37.746999,-122.403048,Incident #180001019
180001020,2024-01-29 07:36:00,Potrero Hill,Trespass,Arrest Made,37.755801,-122.382616,Incident #180001020
180001021,2024-01-19 18:16:00,Potrero Hill,Motor Vehicle Theft,Open,37.757724,-122.414196,Incident #180001021
180001022,2024-01-30 09:55:00,Potrero Hill,Public Intoxication,Exceptional Clearance,37.768803,-122.395185,Incident #180001022
180001023,2024-01-28 10:58:00,Potrero Hill,Trespass,Open,37.758223,-122.409946,Incident #180001023
180001024,2024-01-23 17:31:00,Potrero Hill,Disorderly Conduct,Unfounded,37.767566,-122.388977,Incident #180001024
180001025,2024-01-23 17:41:00,Potrero Hill,Public Intoxication,Unfounded,37.761225,-122.394724,Incident #180001025
180001026,2024-01-12 01:19:00,Potrero Hill,Public Intoxication,Open,37.761305,-122.391849,Incident #180001026
180001027,2024-01-15 13:49:00,Potrero Hill,Shoplifting,Open,37.758058,-122.418251,Incident #180001027
180001028,2024-01-05 11:17:00,Potrero Hill,Shoplifting,Open,37.731428,-122.415034,Incident #180001028
180001029,2024-01-12 08:38:00,Potrero Hill,Burglary,Exceptional Clearance,37.744959,-122.3994,Incident #180001029
180001030,2021-06-11 05:57:00,Financial District,Robbery,Arrest Made,37.787691,-122.39267,Incident #180001030
180001031,2021-06-27 07:45:00,Financial District,Robbery,Not Prosecuted,37.798033,-122.3945,Incident #180001031
180001032,2021-06-13 01:01:00,Financial District,Trespass,Open,37.789663,-122.399662,Incident #180001032
180001033,2021-06-06 09:02:00,Financial District,Shoplifting,Arrest Made,37.775145,-122.40288,Incident #180001033
180001034,2021-06-05 00:20:00,Financial District,Larceny/Theft,Exceptional Clearance,37.795919,-122.390255,Incident #180001034
180001035,2021-06-20 00:37:00,Financial District,Burglary,Not Prosecuted,37.799228,-122.413471,Incident #180001035
180001036,2021-06-22 01:39:00,Financial District,Motor Vehicle Theft,Not Prosecuted,37.787413,-122.404153,Incident #180001036
180001037,2021-06-21 08:34:00,Financial District,Trespass,Not Prosecuted,37.801237,-122.405591,Incident #180001037
180001038,2021-06-25 02:11:00,Financial District,Robbery,Arrest Made,37.789423,-122.405085,Incident #180001038
180001039,2021-06-23 00:00:00,Financial District,Fraud,Open,37.78839,-122.389527,Incident #180001039
180001040,2021-06-16 09:49:00,Financial District,Larceny/Theft,Arrest Made,37.794994,-122.392065,Incident #180001040
180001041,2021-06-18 13:33:00,Financial District,Disorderly Conduct,Cite or Arrest Adult,37.802805,-122.395776,Incident #180001041
180001042,2021-06-05 23:29:00,Financial District,Fraud,Cite or Arrest Adult,37.799467,-122.395896,Incident #180001042
180001043,2021-06-29 08:17:00,Financial District,Burglary,Not Prosecuted,37.778767,-122.405998,Incident #180001043
180001044,2021-06-09 01:07:00,Financial District,Trespass,Exceptional Clearance,37.78013,-122.39797,Incident #180001044
180001045,2021-06-10 06:43:00,Financial District,Drug Offense,Open,37.792917,-122.385605,Incident #180001045
180001046,2021-06-15 22:33:00,Financial District,Shoplifting,Exceptional Clearance,37.811653,-122.406264,Incident #180001046
180001047,2021-06-02 08:33:00,Financial District,Drug Offense,Open,37.781131,-122.392397,Incident #180001047
180001048,2021-06-08 14:10:00,Financial District,Shoplifting,Arrest Made,37.786259,-122.417738,Incident #180001048
180001049,2021-06-20 22:36:00,Financial District,Trespass,Cite or Arrest Adult,37.7869,-122.405419,Incident #180001049
180001050,2021-06-06 11:00:00,Financial District,Shoplifting,Cite or Arrest Adult,37.802291,-122.386499,Incident #180001050
180001051,2021-06-26 11:17:00,Financial District,Public Intoxication,Exceptional Clearance,37.782288,-122.394304,Incident #180001051
180001052,2021-06-15 16:57:00,Financial District,Fraud,Not Prosecuted,37.782882,-122.407662,Incident #180001052
180001053,2021-06-21 01:38:00,Financial District,Weapons Offense,Open,37.794286,-122.409302,Incident #180001053
180001054,2021-06-26 06:58:00,Financial District,Trespass,Open,37.783855,-122.393855,Incident #180001054
180001055,2021-06-29 06:27:00,Financial District,Trespass,Unfounded,37.792245,-122.40135,Incident #180001055
180001056,2021-06-08 10:07:00,Financial District,Fraud,Open,37.805026,-122.391968,Incident #180001056
180001057,2021-06-16 22:44:00,Financial District,Public Intoxication,Arrest Made,37.778858,-122.387878,Incident #180001057
180001058,2021-06-16 22:29:00,Financial District,Motor Vehicle Theft,Unfounded,37.782936,-122.381103,Incident #180001058
180001059,2021-06-22 04:12:00,Financial District,Drug Offense,Open,37.786213,-122.408445,Incident #180001059
180001060,2021-06-27 08:45:00,Financial District,Vandalism,Cite or Arrest Adult,37.802121,-122.408484,Incident #180001060
180001061,2021-06-20 09:11:00,Financial District,Shoplifting,Unfounded,37.778102,-122.414009,Incident #180001061
180001062,2021-06-26 19:16:00,Financial District,Weapons Offense,Open,37.795887,-122.402814,Incident #180001062
180001063,2021-06-18 20:49:00,Financial District,Assault,Arrest Made,37.801416,-122.380068,Incident #180001063
180001064,2021-06-12 02:31:00,Financial District,Fraud,Cite or Arrest Adult,37.804461,-122.405477,Incident #180001064
180001065,2021-06-11 22:16:00,Financial District,Public Intoxication,Not Prosecuted,37.798817,-122.40855,Incident #180001065
180001066,2025-11-08 06:18:00,Mission District,Trespass,Unfounded,37.759242,-122.415926,Incident #180001066
180001067,2025-11-24 14:41:00,Mission District,Burglary,Unfounded,37.75871,-122.406417,Incident #180001067
180001068,2025-11-06 05:22:00,Mission District,Public Intoxication,Not Prosecuted,37.751504,-122.424761,Incident #180001068
180001069,2025-11-07 20:46:00,Mission District,Assault,Arrest Made,37.768041,-122.418663,Incident #180001069
180001070,2025-11-23 15:12:00,Mission District,Burglary,Cite or Arrest Adult,37.765585,-122.403727,Incident #180001070
180001071,2025-11-13 18:31:00,Mission District,Motor Vehicle Theft,Open,37.760261,-122.426997,Incident #180001071
180001072,2025-11-01 18:09:00,Mission District,Burglary,Open,37.768758,-122.429099,Incident #180001072
180001073,2025-11-19 23:24:00,Mission District,Robbery,Arrest Made,37.764572,-122.410539,Incident #180001073
180001074,2025-11-27 06:19:00,Mission District,Trespass,Arrest Made,37.750063,-122.425278,Incident #180001074
180001075,2025-11-17 02:54:00,Mission District,Assault,Unfounded,37.763546,-122.42161,Incident #180001075
180001076,2025-11-26 01:20:00,Mission District,Robbery,Open,37.768514,-122.413128,Incident #180001076
180001077,2025-11-16 21:15:00,Mission District,Motor Vehicle Theft,Open,37.766187,-122.40172,Incident #180001077
180001078,2025-11-20 17:06:00,Mission District,Disorderly Conduct,Open,37.770575,-122.400084,Incident #180001078
180001079,2025-11-10 17:51:00,Mission District,Burglary,Unfounded,37.783304,-122.423843,Incident #180001079
180001080,2025-11-15 11:33:00,Mission District,Public Intoxication,Open,37.747735,-122.413497,Incident #180001080
180001081,2025-11-03 13:27:00,Mission District,Assault,Exceptional Clearance,37.767444,-122.410347,Incident #180001081
180001082,2025-11-21 21:46:00,Mission District,Shoplifting,Open,37.752836,-122.413478,Incident #180001082
180001083,2025-11-30 13:52:00,Mission District,Assault,Open,37.76029,-122.432622,Incident #180001083
180001084,2025-11-08 15:39:00,Mission District,Larceny/Theft,Open,37.759728,-122.416825,Incident #180001084
180001085,2025-11-14 13:19:00,Mission District,Drug Offense,Unfounded,37.773057,-122.402122,Incident #180001085
180001086,2025-11-29 01:52:00,Mission District,Disorderly Conduct,Not Prosecuted,37.771153,-122.403145,Incident #180001086
180001087,2025-11-04 20:37:00,Mission District,Weapons Offense,Open,37.76972,-122.420562,Incident #180001087
180001088,2025-11-10 03:00:00,Mission District,Vandalism,Open,37.759221,-122.406161,Incident #180001088
180001089,2025-11-17 18:20:00,Mission District,Robbery,Open,37.74702,-122.396103,Incident #180001089
180001090,2025-11-11 04:57:00,Mission District,Public Intoxication,Not Prosecuted,37.761261,-122.416279,Incident #180001090
180001091,2025-11-30 22:21:00,Mission District,Drug Offense,Arrest Made,37.738145,-122.416853,Incident #180001091
180001092,2025-11-13 21:17:00,Mission District,Disorderly Conduct,Open,37.759516,-122.424936,Incident #180001092
180001093,2025-11-07 14:23:00,Mission District,Assault,Arrest Made,37.760695,-122.418354,Incident #180001093
180001094,2025-11-09 03:21:00,Mission District,Assault,Unfounded,37.767665,-122.401509,Incident #180001094
180001095,2025-11-24 13:14:00,Mission District,Larceny/Theft,Open,37.760088,-122.42338,Incident #180001095
180001096,2025-11-07 00:01:00,Mission District,Motor Vehicle Theft,Arrest Made,37.779917,-122.416472,Incident #180001096
180001097,2025-11-19 10:57:00,Mission District,Disorderly Conduct,Arrest Made,37.762108,-122.413306,Incident #180001097
180001098,2025-11-21 02:03:00,Mission District,Assault,Arrest Made,37.748568,-122.421258,Incident #180001098
180001099,2025-11-02 15:52:00,Mission District,Larceny/Theft,Open,37.759005,-122.410545,Incident #180001099
180001100,2025-11-15 07:43:00,Mission District,Assault,Arrest Made,37.758351,-122.401885,Incident #180001100
180001101,2025-11-25 12:48:00,Mission District,Vandalism,Open,37.773996,-122.408046,Incident #180001101
180001102,2025-11-20 18:25:00,Mission District,Shoplifting,Open,37.754218,-122.399091,Incident #180001102
180001103,2025-11-07 06:00:00,Mission District,Disorderly Conduct,Not Prosecuted,37.762702,-122.416316,Incident #180001103
180001104,2025-11-25 03:21:00,Mission District,Assault,Arrest Made,37.744454,-122.412789,Incident #180001104
180001105,2025-11-18 19:40:00,Mission District,Motor Vehicle Theft,Cite or Arrest Adult,37.756142,-122.412281,Incident #180001105
180001106,2025-11-30 16:24:00,Mission District,Trespass,Unfounded,37.755938,-122.420579,Incident #180001106
180001107,2025-11-28 13:36:00,Mission District,Assault,Arrest Made,37.75979,-122.422508,Incident #180001107
180001108,2025-11-05 11:54:00,Mission District,Robbery,Exceptional Clearance,37.765723,-122.415942,Incident #180001108
180001109,2025-11-21 17:41:00,Mission District,Assault,Open,37.740863,-122.418709,Incident #180001109
180001110,2025-11-17 17:40:00,Mission District,Shoplifting,Complainant Refuses to Prosecute,37.77164,-122.416179,Incident #180001110
180001111,2018-02-08 03:20:00,Outer Sunset,Robbery,Arrest Made,37.749011,-122.526329,Incident #180001111
180001112,2018-02-18 00:11:00,Outer Sunset,Motor Vehicle Theft,Unfounded,37.760371,-122.516766,Incident #180001112
180001113,2018-02-23 19:11:00,Outer Sunset,Weapons Offense,Arrest Made,37.777312,-122.491519,Incident #180001113
180001114,2018-02-12 19:34:00,Outer Sunset,Motor Vehicle Theft,Open,37.758899,-122.505134,Incident #180001114
180001115,2018-02-15 07:14:00,Outer Sunset,Public Intoxication,Arrest Made,37.75082,-122.510543,Incident #180001115
180001116,2018-02-06 14:50:00,Outer Sunset,Fraud,Complainant Refuses to Prosecute,37.749898,-122.503526,Incident #180001116
